"CustomerID","VehicleAttribute","VehicleAttributeDetails"
"Cust23528","VehicleModel","Fusion"
"Cust1533","VehicleModel","C300"
"Cust39145","VehicleMake","Nissan"
"Cust3896","VehicleModel","A5"
"Cust13826","VehicleYOM","2003"
"Cust17917","VehicleMake","Accura"
"Cust22920","VehicleID","Vehicle10543"
"Cust15916","VehicleMake","Suburu"
"Cust22523","VehicleModel","Escape"
"Cust11212","VehicleYOM","1996"
"Cust23757","VehicleID","Vehicle6525"
"Cust9478","VehicleYOM","1997"
"Cust16563","VehicleID","Vehicle9505"
"Cust22287","VehicleMake","Nissan"
"Cust6419","VehicleYOM","2013"
"Cust32774","VehicleID","Vehicle38632"
"Cust16436","VehicleYOM","1998"
"Cust3219","VehicleYOM","2007"
"Cust17050","VehicleID","Vehicle11281"
"Cust24459","VehicleModel","Silverado"
"Cust35521","VehicleMake","BMW"
"Cust16963","VehicleModel","MDX"
"Cust18194","VehicleYOM","2014"
"Cust5862","VehicleModel","Tahoe"
"Cust32683","VehicleID","Vehicle15646"
"Cust37001","VehicleMake","Jeep"
"Cust26795","VehicleYOM","2002"
"Cust36285","VehicleID","Vehicle39107"
"Cust39234","VehicleModel","MDX"
"Cust9069","VehicleModel","Neon"
"Cust11411","VehicleMake","Accura"
"Cust35586","VehicleYOM","1998"
"Cust39224","VehicleYOM","2006"
"Cust3228","VehicleID","Vehicle30423"
"Cust31277","VehicleYOM","1998"
"Cust35277","VehicleModel","Jetta"
"Cust19742","VehicleMake","Jeep"
"Cust11801","VehicleYOM","2013"
"Cust5634","VehicleMake","Accura"
"Cust27353","VehicleModel","Grand Cherokee"
"Cust13104","VehicleMake","Dodge"
"Cust12946","VehicleModel","Malibu"
"Cust21237","VehicleModel","Highlander"
"Cust35623","VehicleMake","Dodge"
"Cust35728","VehicleMake","Chevrolet"
"Cust3255","VehicleModel","Highlander"
"Cust33305","VehicleModel","93"
"Cust38682","VehicleID","Vehicle10262"
"Cust31426","VehicleYOM","2011"
"Cust27355","VehicleYOM","2009"
"Cust3221","VehicleID","Vehicle5737"
"Cust29246","VehicleModel","95"
"Cust19298","VehicleMake","Volkswagen"
"Cust6815","VehicleID","Vehicle38674"
"Cust15772","VehicleModel","93"
"Cust37159","VehicleMake","Honda"
"Cust30643","VehicleYOM","2003"
"Cust24922","VehicleID","Vehicle30878"
"Cust16212","VehicleYOM","2013"
"Cust36952","VehicleModel","MDX"
"Cust3913","VehicleModel","Tahoe"
"Cust5566","VehicleModel","Neon"
"Cust17040","VehicleMake","Honda"
"Cust32215","VehicleMake","Audi"
"Cust37183","VehicleYOM","2004"
"Cust11256","VehicleYOM","2002"
"Cust39482","VehicleYOM","2002"
"Cust28034","VehicleModel","Pathfinder"
"Cust19546","VehicleMake","Nissan"
"Cust9193","VehicleMake","Dodge"
"Cust14862","VehicleID","Vehicle9634"
"Cust29194","VehicleYOM","2001"
"Cust24219","VehicleModel","Pathfinder"
"Cust9761","VehicleID","Vehicle38373"
"Cust18607","VehicleYOM","1997"
"Cust28717","VehicleID","Vehicle34079"
"Cust3248","VehicleMake","Mercedes"
"Cust4182","VehicleYOM","2003"
"Cust13322","VehicleYOM","1995"
"Cust14965","VehicleID","Vehicle17669"
"Cust29713","VehicleModel","RAM"
"Cust1727","VehicleYOM","2011"
"Cust31551","VehicleYOM","2007"
"Cust29590","VehicleYOM","2002"
"Cust2281","VehicleModel","X6"
"Cust13647","VehicleMake","Nissan"
"Cust21071","VehicleMake","Dodge"
"Cust13538","VehicleID","Vehicle26683"
"Cust22427","VehicleID","Vehicle14188"
"Cust10981","VehicleModel","Civic"
"Cust3983","VehicleModel","Highlander"
"Cust32076","VehicleModel","Malibu"
"Cust28325","VehicleModel","93"
"Cust6064","VehicleYOM","2011"
"Cust1343","VehicleMake","Suburu"
"Cust20749","VehicleID","Vehicle19808"
"Cust4096","VehicleMake","BMW"
"Cust35439","VehicleID","Vehicle25261"
"Cust12633","VehicleModel","Passat"
"Cust17861","VehicleModel","Passat"
"Cust8293","VehicleMake","Dodge"
"Cust30755","VehicleID","Vehicle16149"
"Cust12039","VehicleID","Vehicle13321"
"Cust30329","VehicleModel","Pathfinder"
"Cust10141","VehicleYOM","2011"
"Cust9647","VehicleMake","Toyota"
"Cust33429","VehicleID","Vehicle20810"
"Cust35071","VehicleYOM","2001"
"Cust11059","VehicleModel","95"
"Cust36363","VehicleID","Vehicle19664"
"Cust25336","VehicleID","Vehicle30487"
"Cust32470","VehicleID","Vehicle3019"
"Cust27308","VehicleYOM","2007"
"Cust12700","VehicleYOM","2000"
"Cust35433","VehicleModel","RAM"
"Cust37329","VehicleID","Vehicle12895"
"Cust1539","VehicleModel","Neon"
"Cust28545","VehicleID","Vehicle10593"
"Cust2514","VehicleID","Vehicle35197"
"Cust11141","VehicleID","Vehicle18377"
"Cust36867","VehicleYOM","2009"
"Cust2260","VehicleYOM","2003"
"Cust18596","VehicleMake","Chevrolet"
"Cust18232","VehicleMake","Dodge"
"Cust26498","VehicleMake","Ford"
"Cust11281","VehicleModel","Accord"
"Cust12899","VehicleID","Vehicle25592"
"Cust35484","VehicleModel","X5"
"Cust4767","VehicleMake","Suburu"
"Cust26737","VehicleMake","Chevrolet"
"Cust24917","VehicleMake","Nissan"
"Cust38804","VehicleID","Vehicle34393"
"Cust13331","VehicleModel","Malibu"
"Cust12800","VehicleYOM","2003"
"Cust23976","VehicleYOM","2003"
"Cust21748","VehicleID","Vehicle19437"
"Cust1259","VehicleYOM","2014"
"Cust36924","VehicleID","Vehicle5014"
"Cust1121","VehicleID","Vehicle21179"
"Cust25575","VehicleModel","Wrangler"
"Cust17069","VehicleID","Vehicle3290"
"Cust29950","VehicleID","Vehicle29306"
"Cust27032","VehicleMake","Accura"
"Cust37405","VehicleMake","Audi"
"Cust2759","VehicleYOM","2007"
"Cust33699","VehicleMake","Jeep"
"Cust33022","VehicleID","Vehicle22214"
"Cust34058","VehicleMake","Chevrolet"
"Cust4531","VehicleID","Vehicle9769"
"Cust13835","VehicleModel","Impreza"
"Cust15769","VehicleMake","Jeep"
"Cust37498","VehicleYOM","2012"
"Cust20190","VehicleMake","Dodge"
"Cust31337","VehicleID","Vehicle16680"
"Cust28703","VehicleID","Vehicle36803"
"Cust36968","VehicleMake","Dodge"
"Cust16967","VehicleID","Vehicle2983"
"Cust14116","VehicleMake","Nissan"
"Cust35329","VehicleModel","Wrangler"
"Cust1669","VehicleYOM","2010"
"Cust1600","VehicleMake","Saab"
"Cust4574","VehicleID","Vehicle5296"
"Cust31754","VehicleID","Vehicle35788"
"Cust14100","VehicleMake","Mercedes"
"Cust3903","VehicleModel","RAM"
"Cust25612","VehicleModel","Corolla"
"Cust28494","VehicleMake","Volkswagen"
"Cust38683","VehicleID","Vehicle38215"
"Cust14868","VehicleMake","Honda"
"Cust22772","VehicleID","Vehicle9642"
"Cust7515","VehicleYOM","1998"
"Cust10133","VehicleYOM","2007"
"Cust38465","VehicleMake","Jeep"
"Cust27195","VehicleModel","Silverado"
"Cust35193","VehicleID","Vehicle7521"
"Cust13886","VehicleMake","Accura"
"Cust27669","VehicleYOM","2006"
"Cust25677","VehicleModel","Legacy"
"Cust20802","VehicleYOM","2008"
"Cust3125","VehicleModel","Fusion"
"Cust10603","VehicleMake","Dodge"
"Cust8774","VehicleYOM","2004"
"Cust11307","VehicleID","Vehicle20501"
"Cust1465","VehicleYOM","2006"
"Cust9605","VehicleModel","Civic"
"Cust30204","VehicleYOM","1998"
"Cust15100","VehicleYOM","2003"
"Cust3178","VehicleMake","BMW"
"Cust13391","VehicleYOM","2006"
"Cust33209","VehicleYOM","2003"
"Cust19803","VehicleMake","Honda"
"Cust33070","VehicleYOM","2013"
"Cust5364","VehicleModel","95"
"Cust28339","VehicleMake","Suburu"
"Cust32293","VehicleYOM","1998"
"Cust39286","VehicleID","Vehicle13598"
"Cust15555","VehicleYOM","1996"
"Cust33002","VehicleID","Vehicle3683"
"Cust17716","VehicleModel","Forrestor"
"Cust16510","VehicleMake","Chevrolet"
"Cust24631","VehicleModel","Jetta"
"Cust7118","VehicleModel","Jetta"
"Cust5493","VehicleYOM","2011"
"Cust18337","VehicleMake","Audi"
"Cust4383","VehicleModel","TL"
"Cust18193","VehicleID","Vehicle7019"
"Cust23819","VehicleModel","Maxima"
"Cust23761","VehicleID","Vehicle27597"
"Cust19957","VehicleID","Vehicle10632"
"Cust36024","VehicleMake","Saab"
"Cust21093","VehicleID","Vehicle36445"
"Cust12634","VehicleYOM","2015"
"Cust16422","VehicleYOM","2003"
"Cust3597","VehicleModel","Pathfinder"
"Cust39484","VehicleModel","Camry"
"Cust10401","VehicleYOM","1999"
"Cust11921","VehicleYOM","2013"
"Cust13865","VehicleModel","Jetta"
"Cust39221","VehicleYOM","2011"
"Cust8306","VehicleID","Vehicle8068"
"Cust36364","VehicleYOM","1997"
"Cust13439","VehicleID","Vehicle26202"
"Cust9867","VehicleID","Vehicle6978"
"Cust37077","VehicleModel","CRV"
"Cust7456","VehicleYOM","2014"
"Cust9376","VehicleYOM","2000"
"Cust36763","VehicleID","Vehicle20173"
"Cust12966","VehicleMake","Ford"
"Cust19078","VehicleModel","Corolla"
"Cust12995","VehicleYOM","2001"
"Cust22736","VehicleID","Vehicle26376"
"Cust26904","VehicleYOM","2008"
"Cust28096","VehicleYOM","1996"
"Cust27100","VehicleModel","Silverado"
"Cust19008","VehicleYOM","2009"
"Cust24170","VehicleMake","Honda"
"Cust12311","VehicleID","Vehicle39391"
"Cust33016","VehicleYOM","2006"
"Cust35363","VehicleMake","Toyota"
"Cust38277","VehicleModel","Camry"
"Cust20966","VehicleID","Vehicle25702"
"Cust12581","VehicleID","Vehicle12027"
"Cust32729","VehicleYOM","2006"
"Cust20699","VehicleID","Vehicle17702"
"Cust11698","VehicleMake","Honda"
"Cust20682","VehicleYOM","2004"
"Cust32419","VehicleYOM","1998"
"Cust25852","VehicleID","Vehicle9420"
"Cust24549","VehicleModel","RAM"
"Cust18002","VehicleYOM","2000"
"Cust23385","VehicleMake","Accura"
"Cust17283","VehicleYOM","2009"
"Cust10616","VehicleMake","BMW"
"Cust20280","VehicleYOM","2005"
"Cust36137","VehicleModel","MDX"
"Cust11178","VehicleID","Vehicle27525"
"Cust26821","VehicleYOM","2014"
"Cust9401","VehicleID","Vehicle16398"
"Cust24946","VehicleID","Vehicle28054"
"Cust27420","VehicleMake","Accura"
"Cust27546","VehicleMake","BMW"
"Cust34372","VehicleModel","95"
"Cust18142","VehicleYOM","2010"
"Cust10027","VehicleID","Vehicle38970"
"Cust6293","VehicleMake","Volkswagen"
"Cust7530","VehicleYOM","2008"
"Cust8783","VehicleID","Vehicle9796"
"Cust33186","VehicleID","Vehicle3126"
"Cust9212","VehicleModel","Pathfinder"
"Cust33920","VehicleID","Vehicle14049"
"Cust10928","VehicleModel","Jetta"
"Cust39493","VehicleID","Vehicle3957"
"Cust28382","VehicleMake","Toyota"
"Cust1031","VehicleID","Vehicle8420"
"Cust20234","VehicleYOM","2008"
"Cust19851","VehicleYOM","2007"
"Cust25638","VehicleMake","Honda"
"Cust7053","VehicleMake","Ford"
"Cust16047","VehicleID","Vehicle10151"
"Cust25313","VehicleYOM","1997"
"Cust35831","VehicleYOM","2010"
"Cust10617","VehicleModel","3 Series"
"Cust21577","VehicleMake","Audi"
"Cust24201","VehicleID","Vehicle12725"
"Cust4491","VehicleMake","Ford"
"Cust38106","VehicleYOM","2002"
"Cust4655","VehicleID","Vehicle17148"
"Cust16109","VehicleModel","Passat"
"Cust24862","VehicleYOM","2003"
"Cust11194","VehicleModel","A5"
"Cust1959","VehicleYOM","1995"
"Cust36919","VehicleID","Vehicle32090"
"Cust5829","VehicleID","Vehicle15661"
"Cust17816","VehicleID","Vehicle31375"
"Cust3591","VehicleModel","95"
"Cust27411","VehicleID","Vehicle20198"
"Cust16029","VehicleMake","Dodge"
"Cust7391","VehicleModel","Camry"
"Cust32187","VehicleMake","Accura"
"Cust34659","VehicleID","Vehicle11804"
"Cust28147","VehicleYOM","2000"
"Cust31345","VehicleMake","Chevrolet"
"Cust33363","VehicleID","Vehicle33438"
"Cust29431","VehicleID","Vehicle2012"
"Cust35721","VehicleModel","Forrestor"
"Cust2210","VehicleMake","Nissan"
"Cust4865","VehicleModel","Wrangler"
"Cust17584","VehicleID","Vehicle27073"
"Cust14222","VehicleID","Vehicle29123"
"Cust22641","VehicleYOM","2000"
"Cust29492","VehicleYOM","2000"
"Cust1510","VehicleYOM","2002"
"Cust11430","VehicleModel","RAM"
"Cust21858","VehicleYOM","1996"
"Cust15436","VehicleID","Vehicle24118"
"Cust18206","VehicleModel","RAM"
"Cust31906","VehicleModel","A5"
"Cust12029","VehicleModel","93"
"Cust2156","VehicleID","Vehicle39788"
"Cust16090","VehicleYOM","2010"
"Cust4091","VehicleMake","BMW"
"Cust25212","VehicleYOM","2002"
"Cust25281","VehicleYOM","2008"
"Cust26378","VehicleYOM","2014"
"Cust39369","VehicleModel","Ultima"
"Cust31714","VehicleID","Vehicle26521"
"Cust25495","VehicleModel","Impreza"
"Cust23724","VehicleModel","Fusion"
"Cust15500","VehicleModel","RAM"
"Cust34298","VehicleMake","Suburu"
"Cust30208","VehicleID","Vehicle10145"
"Cust10209","VehicleMake","Ford"
"Cust20714","VehicleMake","Dodge"
"Cust35512","VehicleModel","Neon"
"Cust12068","VehicleMake","Dodge"
"Cust37193","VehicleMake","Audi"
"Cust38845","VehicleYOM","2004"
"Cust29040","VehicleMake","Chevrolet"
"Cust30737","VehicleMake","Volkswagen"
"Cust33061","VehicleModel","Wrangler"
"Cust22188","VehicleYOM","2009"
"Cust3871","VehicleYOM","2008"
"Cust18933","VehicleID","Vehicle33023"
"Cust33524","VehicleMake","Accura"
"Cust7457","VehicleID","Vehicle11082"
"Cust38943","VehicleMake","BMW"
"Cust2567","VehicleModel","Maxima"
"Cust34254","VehicleModel","Legacy"
"Cust28261","VehicleModel","Fusion"
"Cust24889","VehicleYOM","2011"
"Cust21157","VehicleMake","Mercedes"
"Cust24365","VehicleMake","Mercedes"
"Cust12011","VehicleID","Vehicle28298"
"Cust8964","VehicleYOM","2003"
"Cust23609","VehicleMake","Volkswagen"
"Cust8297","VehicleYOM","2004"
"Cust22426","VehicleModel","Fusion"
"Cust19767","VehicleMake","Chevrolet"
"Cust20348","VehicleYOM","2013"
"Cust22475","VehicleYOM","1998"
"Cust8628","VehicleID","Vehicle5338"
"Cust24895","VehicleModel","MDX"
"Cust38528","VehicleYOM","2003"
"Cust20992","VehicleID","Vehicle4603"
"Cust35156","VehicleModel","Wrangler"
"Cust1140","VehicleYOM","1995"
"Cust6572","VehicleMake","Suburu"
"Cust17986","VehicleYOM","2010"
"Cust37364","VehicleModel","A5"
"Cust13173","VehicleID","Vehicle18900"
"Cust38646","VehicleMake","???"
"Cust3664","VehicleMake","Ford"
"Cust25813","VehicleModel","RAM"
"Cust4567","VehicleID","Vehicle12260"
"Cust20613","VehicleMake","Dodge"
"Cust11068","VehicleID","Vehicle3348"
"Cust32971","VehicleModel","RAM"
"Cust16219","VehicleMake","Chevrolet"
"Cust8274","VehicleModel","C300"
"Cust18044","VehicleMake","Audi"
"Cust9827","VehicleMake","Jeep"
"Cust4963","VehicleMake","Suburu"
"Cust17063","VehicleMake","Ford"
"Cust10951","VehicleYOM","1995"
"Cust39307","VehicleMake","Mercedes"
"Cust7723","VehicleModel","Pathfinder"
"Cust12507","VehicleModel","Neon"
"Cust20044","VehicleMake","Honda"
"Cust33835","VehicleID","Vehicle29368"
"Cust15880","VehicleYOM","2012"
"Cust38238","VehicleMake","Chevrolet"
"Cust5899","VehicleMake","Volkswagen"
"Cust17315","VehicleMake","Jeep"
"Cust26238","VehicleID","Vehicle29054"
"Cust13086","VehicleYOM","2001"
"Cust5575","VehicleID","Vehicle15770"
"Cust19673","VehicleMake","Saab"
"Cust17540","VehicleID","Vehicle5121"
"Cust34041","VehicleID","Vehicle26889"
"Cust11542","VehicleModel","Silverado"
"Cust38921","VehicleYOM","2008"
"Cust3409","VehicleID","Vehicle28859"
"Cust21818","VehicleModel","92x"
"Cust10555","VehicleModel","Accord"
"Cust15631","VehicleMake","Saab"
"Cust22129","VehicleMake","Saab"
"Cust18569","VehicleModel","Passat"
"Cust16564","VehicleYOM","2003"
"Cust1556","VehicleModel","Jetta"
"Cust26638","VehicleMake","Volkswagen"
"Cust9506","VehicleMake","Toyota"
"Cust38043","VehicleID","Vehicle25932"
"Cust11233","VehicleMake","Jeep"
"Cust15641","VehicleID","Vehicle6702"
"Cust7947","VehicleMake","BMW"
"Cust22198","VehicleID","Vehicle29284"
"Cust13686","VehicleModel","Malibu"
"Cust37924","VehicleID","Vehicle25590"
"Cust10444","VehicleID","Vehicle9438"
"Cust35344","VehicleYOM","2002"
"Cust15119","VehicleModel","M5"
"Cust30014","VehicleMake","Volkswagen"
"Cust4684","VehicleYOM","2005"
"Cust31652","VehicleID","Vehicle35842"
"Cust33027","VehicleModel","C300"
"Cust29237","VehicleModel","MDX"
"Cust1880","VehicleID","Vehicle23576"
"Cust39474","VehicleMake","Suburu"
"Cust39389","VehicleModel","Wrangler"
"Cust14185","VehicleModel","CRV"
"Cust19661","VehicleModel","Camry"
"Cust29714","VehicleID","Vehicle36878"
"Cust16784","VehicleMake","Toyota"
"Cust1026","VehicleID","Vehicle12606"
"Cust32858","VehicleModel","Legacy"
"Cust24258","VehicleModel","Malibu"
"Cust4305","VehicleModel","RAM"
"Cust27609","VehicleModel","RAM"
"Cust16394","VehicleModel","Wrangler"
"Cust37085","VehicleMake","Jeep"
"Cust29698","VehicleMake","Ford"
"Cust37148","VehicleMake","Jeep"
"Cust5130","VehicleModel","Corolla"
"Cust21147","VehicleYOM","2010"
"Cust22130","VehicleID","Vehicle35394"
"Cust2267","VehicleMake","Suburu"
"Cust10114","VehicleMake","Toyota"
"Cust1071","VehicleID","Vehicle33510"
"Cust32031","VehicleYOM","1999"
"Cust8333","VehicleMake","Mercedes"
"Cust23220","VehicleModel","Tahoe"
"Cust12430","VehicleID","Vehicle27952"
"Cust17756","VehicleID","Vehicle36711"
"Cust25750","VehicleYOM","2008"
"Cust23226","VehicleMake","Ford"
"Cust35045","VehicleYOM","2010"
"Cust3740","VehicleMake","Suburu"
"Cust20525","VehicleMake","Volkswagen"
"Cust2191","VehicleModel","ML350"
"Cust3016","VehicleMake","Mercedes"
"Cust17741","VehicleMake","Accura"
"Cust4797","VehicleMake","Saab"
"Cust17210","VehicleMake","Accura"
"Cust6529","VehicleYOM","2004"
"Cust3581","VehicleModel","Accord"
"Cust28269","VehicleMake","Dodge"
"Cust18884","VehicleModel","Highlander"
"Cust23250","VehicleID","Vehicle35046"
"Cust7530","VehicleModel","RAM"
"Cust34705","VehicleMake","Accura"
"Cust11406","VehicleMake","Mercedes"
"Cust2441","VehicleMake","Audi"
"Cust34151","VehicleID","Vehicle13022"
"Cust1947","VehicleMake","Audi"
"Cust1307","VehicleModel","ML350"
"Cust11536","VehicleID","Vehicle9427"
"Cust6013","VehicleModel","Maxima"
"Cust36098","VehicleMake","Mercedes"
"Cust29407","VehicleYOM","2005"
"Cust6261","VehicleMake","Jeep"
"Cust4673","VehicleMake","Mercedes"
"Cust9976","VehicleMake","Suburu"
"Cust37894","VehicleModel","A3"
"Cust38632","VehicleYOM","2006"
"Cust7263","VehicleModel","RSX"
"Cust38462","VehicleYOM","2001"
"Cust1318","VehicleModel","MDX"
"Cust15791","VehicleMake","Saab"
"Cust34469","VehicleMake","Toyota"
"Cust2303","VehicleID","Vehicle5906"
"Cust26884","VehicleID","Vehicle38869"
"Cust15951","VehicleYOM","2013"
"Cust5671","VehicleMake","Suburu"
"Cust10695","VehicleYOM","1998"
"Cust11404","VehicleID","Vehicle33272"
"Cust2069","VehicleModel","A5"
"Cust16119","VehicleYOM","2010"
"Cust2606","VehicleMake","Audi"
"Cust20801","VehicleID","Vehicle37787"
"Cust29839","VehicleMake","Ford"
"Cust27802","VehicleID","Vehicle34076"
"Cust1200","VehicleModel","3 Series"
"Cust14197","VehicleModel","F150"
"Cust14623","VehicleMake","Toyota"
"Cust18695","VehicleYOM","2001"
"Cust16683","VehicleMake","Jeep"
"Cust34344","VehicleID","Vehicle37869"
"Cust27182","VehicleMake","Nissan"
"Cust12926","VehicleMake","Mercedes"
"Cust37684","VehicleYOM","2011"
"Cust9433","VehicleModel","Jetta"
"Cust14427","VehicleMake","Honda"
"Cust16198","VehicleModel","X5"
"Cust26300","VehicleID","Vehicle3032"
"Cust27528","VehicleYOM","1997"
"Cust29636","VehicleYOM","2001"
"Cust32829","VehicleID","Vehicle31905"
"Cust25208","VehicleID","Vehicle6459"
"Cust4570","VehicleModel","Neon"
"Cust29814","VehicleID","Vehicle31147"
"Cust22558","VehicleMake","Mercedes"
"Cust31755","VehicleID","Vehicle2860"
"Cust30801","VehicleMake","Toyota"
"Cust36719","VehicleMake","Volkswagen"
"Cust21493","VehicleMake","Audi"
"Cust10429","VehicleID","Vehicle4334"
"Cust9889","VehicleMake","Audi"
"Cust5326","VehicleYOM","2006"
"Cust8611","VehicleModel","Maxima"
"Cust27704","VehicleYOM","2012"
"Cust33743","VehicleModel","MDX"
"Cust12021","VehicleModel","95"
"Cust24510","VehicleYOM","2006"
"Cust24113","VehicleID","Vehicle20948"
"Cust37319","VehicleMake","Honda"
"Cust26199","VehicleID","Vehicle23790"
"Cust26131","VehicleID","Vehicle34614"
"Cust24390","VehicleModel","Malibu"
"Cust37434","VehicleID","Vehicle21376"
"Cust36126","VehicleModel","93"
"Cust4311","VehicleID","Vehicle18954"
"Cust18440","VehicleYOM","2010"
"Cust23476","VehicleMake","???"
"Cust32489","VehicleModel","Ultima"
"Cust30481","VehicleYOM","2007"
"Cust27118","VehicleMake","Saab"
"Cust20170","VehicleMake","Toyota"
"Cust33415","VehicleYOM","1997"
"Cust5026","VehicleID","Vehicle2020"
"Cust5380","VehicleID","Vehicle11749"
"Cust7876","VehicleYOM","2004"
"Cust9956","VehicleModel","Wrangler"
"Cust13316","VehicleYOM","2010"
"Cust28848","VehicleModel","Neon"
"Cust32315","VehicleModel","Maxima"
"Cust27732","VehicleModel","Wrangler"
"Cust25864","VehicleYOM","2011"
"Cust32882","VehicleYOM","2008"
"Cust3252","VehicleModel","Silverado"
"Cust25577","VehicleMake","BMW"
"Cust29467","VehicleID","Vehicle6896"
"Cust5646","VehicleModel","Malibu"
"Cust39426","VehicleModel","MDX"
"Cust9301","VehicleYOM","2007"
"Cust11049","VehicleMake","BMW"
"Cust25040","VehicleYOM","1996"
"Cust30805","VehicleID","Vehicle10401"
"Cust34719","VehicleYOM","1999"
"Cust33657","VehicleYOM","2009"
"Cust10533","VehicleModel","Civic"
"Cust12666","VehicleID","Vehicle28208"
"Cust25819","VehicleMake","Saab"
"Cust19718","VehicleYOM","2005"
"Cust35514","VehicleYOM","2005"
"Cust2005","VehicleYOM","1998"
"Cust37485","VehicleYOM","2005"
"Cust10266","VehicleID","Vehicle23449"
"Cust15249","VehicleModel","Grand Cherokee"
"Cust26672","VehicleYOM","2007"
"Cust2680","VehicleID","Vehicle10712"
"Cust6142","VehicleID","Vehicle11214"
"Cust32240","VehicleModel","M5"
"Cust24212","VehicleID","Vehicle32718"
"Cust11737","VehicleYOM","1998"
"Cust25167","VehicleModel","Wrangler"
"Cust26871","VehicleID","Vehicle38630"
"Cust24180","VehicleYOM","2013"
"Cust24990","VehicleYOM","2001"
"Cust10954","VehicleID","Vehicle28184"
"Cust35270","VehicleID","Vehicle33115"
"Cust30763","VehicleMake","Suburu"
"Cust38375","VehicleYOM","1998"
"Cust38839","VehicleMake","Volkswagen"
"Cust30387","VehicleYOM","2002"
"Cust27297","VehicleMake","Accura"
"Cust2967","VehicleMake","Volkswagen"
"Cust34887","VehicleModel","TL"
"Cust29567","VehicleID","Vehicle26139"
"Cust33124","VehicleMake","Honda"
"Cust29891","VehicleMake","Nissan"
"Cust28337","VehicleModel","A3"
"Cust34730","VehicleYOM","2010"
"Cust37235","VehicleYOM","2001"
"Cust13877","VehicleID","Vehicle27328"
"Cust31172","VehicleYOM","2004"
"Cust13618","VehicleID","Vehicle27125"
"Cust22534","VehicleModel","Malibu"
"Cust5578","VehicleYOM","2008"
"Cust23305","VehicleModel","Fusion"
"Cust20505","VehicleModel","Silverado"
"Cust21914","VehicleMake","Nissan"
"Cust29574","VehicleModel","92x"
"Cust8839","VehicleID","Vehicle38200"
"Cust19173","VehicleYOM","2007"
"Cust36985","VehicleModel","Camry"
"Cust17507","VehicleModel","M5"
"Cust32499","VehicleMake","Accura"
"Cust17414","VehicleYOM","2004"
"Cust8564","VehicleID","Vehicle28010"
"Cust10770","VehicleYOM","2002"
"Cust30519","VehicleID","Vehicle17512"
"Cust15141","VehicleModel","93"
"Cust19024","VehicleMake","Ford"
"Cust16572","VehicleModel","CRV"
"Cust1892","VehicleModel","95"
"Cust34528","VehicleMake","BMW"
"Cust37931","VehicleModel","Passat"
"Cust2180","VehicleID","Vehicle14446"
"Cust37733","VehicleMake","Accura"
"Cust8890","VehicleMake","Nissan"
"Cust25001","VehicleModel","X6"
"Cust18502","VehicleYOM","1999"
"Cust34667","VehicleModel","Fusion"
"Cust5037","VehicleMake","Saab"
"Cust7030","VehicleMake","Mercedes"
"Cust2759","VehicleID","Vehicle39791"
"Cust10577","VehicleYOM","1997"
"Cust8527","VehicleID","Vehicle38791"
"Cust8809","VehicleMake","Chevrolet"
"Cust5337","VehicleModel","M5"
"Cust31146","VehicleID","Vehicle4374"
"Cust23020","VehicleModel","3 Series"
"Cust30034","VehicleID","Vehicle32309"
"Cust36111","VehicleYOM","2005"
"Cust19360","VehicleMake","Mercedes"
"Cust22584","VehicleID","Vehicle36866"
"Cust17402","VehicleID","Vehicle25435"
"Cust38493","VehicleMake","Toyota"
"Cust18614","VehicleMake","Audi"
"Cust30077","VehicleModel","Pathfinder"
"Cust6876","VehicleYOM","2012"
"Cust34456","VehicleYOM","2004"
"Cust20034","VehicleModel","A5"
"Cust17355","VehicleID","Vehicle15813"
"Cust20470","VehicleMake","Accura"
"Cust5345","VehicleModel","RAM"
"Cust28797","VehicleID","Vehicle12496"
"Cust7326","VehicleMake","Suburu"
"Cust5754","VehicleModel","Wrangler"
"Cust18651","VehicleMake","Mercedes"
"Cust24157","VehicleModel","X5"
"Cust14585","VehicleYOM","2007"
"Cust1459","VehicleModel","Wrangler"
"Cust20704","VehicleID","Vehicle9826"
"Cust10237","VehicleYOM","2004"
"Cust21813","VehicleID","Vehicle15162"
"Cust15681","VehicleID","Vehicle15042"
"Cust4498","VehicleModel","Ultima"
"Cust12719","VehicleID","Vehicle22478"
"Cust26907","VehicleMake","Honda"
"Cust27671","VehicleYOM","2009"
"Cust37087","VehicleModel","Wrangler"
"Cust31022","VehicleMake","Saab"
"Cust17279","VehicleID","Vehicle17468"
"Cust4248","VehicleID","Vehicle20316"
"Cust34281","VehicleModel","RAM"
"Cust10113","VehicleYOM","1995"
"Cust18978","VehicleYOM","2011"
"Cust30130","VehicleModel","Ultima"
"Cust36652","VehicleModel","Jetta"
"Cust5682","VehicleID","Vehicle20968"
"Cust30474","VehicleID","Vehicle11542"
"Cust6466","VehicleModel","Silverado"
"Cust31238","VehicleID","Vehicle4587"
"Cust33353","VehicleYOM","2008"
"Cust7550","VehicleID","Vehicle36683"
"Cust4392","VehicleID","Vehicle10375"
"Cust32579","VehicleModel","Neon"
"Cust24369","VehicleModel","Corolla"
"Cust7166","VehicleYOM","2003"
"Cust29012","VehicleMake","Nissan"
"Cust6717","VehicleID","Vehicle7221"
"Cust9495","VehicleMake","BMW"
"Cust38243","VehicleModel","A5"
"Cust20035","VehicleYOM","2008"
