"CustomerID","InsuredAge","InsuredZipCode","InsuredGender","InsuredEducationLevel","InsuredOccupation","InsuredHobbies","CapitalGains","CapitalLoss","Country"
"Cust12755",38,431853,"FEMALE","High School","armed-forces","paintball",0,-46000,"India"
"Cust12756",28,614867,"MALE","JD","prof-specialty","base-jumping",72100,0,"India"
"Cust12757",43,600418,"MALE","PhD","machine-op-inspct","sleeping",47600,-39600,"India"
"Cust12758",40,613399,"MALE","PhD","craft-repair","bungie-jumping",0,0,"India"
"Cust12759",32,468767,"MALE","High School","machine-op-inspct","bungie-jumping",0,0,"India"
"Cust1276",43,466137,"FEMALE","Associate","machine-op-inspct","board-games",0,-75700,"India"
"Cust12760",39,618926,"FEMALE","Associate","machine-op-inspct","base-jumping",0,0,"India"
"Cust12761",47,432781,"MALE","PhD","exec-managerial","hiking",0,-41000,"India"
"Cust12762",42,471786,"MALE","Associate","adm-clerical","chess",0,0,"India"
"Cust12763",54,447469,"MALE","College","handlers-cleaners","bungie-jumping",0,-42700,"India"
"Cust12764",39,603993,"MALE","College","adm-clerical","polo",40900,0,"India"
"Cust12765",32,468872,"FEMALE","PhD","farming-fishing","skydiving",31500,0,"India"
"Cust12766",43,460517,"FEMALE","College","transport-moving","bungie-jumping",0,-39500,"India"
"Cust12767",35,456959,"MALE","College","priv-house-serv","exercise",67900,0,"India"
"Cust12770",35,456762,"FEMALE","MD","adm-clerical","hiking",55100,0,"India"
"Cust12771",41,454399,"MALE","Associate","sales","polo",55300,-37900,"India"
"Cust12772",35,444378,"MALE","JD","prof-specialty","movies",0,0,"India"
"Cust12773",37,470510,"MALE","MD","prof-specialty","kayaking",0,0,"India"
"Cust12774",33,455689,"MALE","Masters","exec-managerial","kayaking",0,0,"India"
"Cust12776",34,474324,"MALE","Masters","adm-clerical","yachting",40000,-43400,"India"
"Cust12777",60,617699,"MALE","High School","protective-serv","exercise",0,0,"India"
"Cust12778",51,439787,"FEMALE","Associate","sales","kayaking",0,0,"India"
"Cust12779",34,465248,"FEMALE","College","craft-repair","exercise",45400,-39400,"India"
"Cust1278",41,474801,"MALE","PhD","prof-specialty","cross-fit",55600,0,"India"
"Cust12780",40,430987,"FEMALE","Masters","machine-op-inspct","bungie-jumping",0,-48700,"India"
"Cust12782",32,440327,"FEMALE","College","tech-support","exercise",0,0,"India"
"Cust12783",46,468158,"MALE","Masters","adm-clerical","chess",0,-28800,"India"
"Cust12784",51,612904,"MALE","Associate","armed-forces","hiking",0,0,"India"
"Cust12785",35,620197,"MALE","PhD","armed-forces","camping",58000,0,"India"
"Cust12786",41,460675,"MALE","Associate","adm-clerical","camping",58000,0,"India"
"Cust12787",46,601748,"FEMALE","College","prof-specialty","golf",0,0,"India"
"Cust12788",39,620473,"MALE","JD","exec-managerial","kayaking",24400,-60500,"India"
"Cust12789",39,472253,"FEMALE","College","other-service","camping",0,0,"India"
"Cust1279",33,450703,"FEMALE","JD","armed-forces","exercise",0,0,"India"
"Cust12793",54,615901,"FEMALE","MD","craft-repair","camping",0,0,"India"
"Cust12796",45,437470,"FEMALE","JD","tech-support","movies",0,-42400,"India"
"Cust12798",37,441370,"FEMALE","JD","priv-house-serv","exercise",0,-67300,"India"
"Cust1280",38,478172,"FEMALE","College","other-service","sleeping",0,0,"India"
"Cust12800",42,618316,"FEMALE","PhD","armed-forces","reading",0,0,"India"
"Cust12801",61,449557,"MALE","JD","sales","exercise",0,0,"India"
"Cust12803",26,468767,"MALE","High School","craft-repair","bungie-jumping",0,-54700,"India"
"Cust12805",36,468433,"MALE","JD","armed-forces","hiking",49600,-42100,"India"
"Cust12806",30,469363,"FEMALE","Masters","tech-support","kayaking",63100,-54100,"India"
"Cust12808",39,459537,"MALE","High School","protective-serv","polo",83600,0,"India"
"Cust12809",34,449718,"MALE","MD","adm-clerical","hiking",0,0,"India"
"Cust1281",39,604668,"FEMALE","JD","craft-repair","movies",0,-83900,"India"
"Cust12813",27,468813,"MALE","MD","farming-fishing","hiking",29300,0,"India"
"Cust12814",35,467784,"MALE","PhD","craft-repair","polo",71500,0,"India"
"Cust12815",46,431853,"FEMALE","High School","armed-forces","paintball",0,-52600,"India"
"Cust12816",39,605692,"FEMALE","College","adm-clerical","hiking",0,0,"India"
"Cust1282",33,469429,"FEMALE","Associate","craft-repair","cross-fit",37600,-37600,"India"
"Cust12820",49,441714,"FEMALE","Masters","handlers-cleaners","base-jumping",0,0,"India"
"Cust12821",39,618418,"FEMALE","MD","tech-support","paintball",0,-47700,"India"
"Cust12822",41,452747,"FEMALE","High School","priv-house-serv","hiking",0,0,"India"
"Cust12824",34,611852,"FEMALE","Masters","transport-moving","camping",54500,0,"India"
"Cust12825",27,453193,"MALE","Associate","prof-specialty","hiking",0,0,"India"
"Cust12827",34,462250,"MALE","Associate","sales","reading",0,0,"India"
"Cust1283",40,471806,"FEMALE","PhD","transport-moving","video-games",0,0,"India"
"Cust12834",28,619884,"MALE","College","machine-op-inspct","hiking",0,-53800,"India"
"Cust12835",29,441536,"FEMALE","PhD","armed-forces","bungie-jumping",71400,0,"India"
"Cust12836",38,452216,"FEMALE","Associate","sales","golf",0,0,"India"
"Cust12837",48,461744,"FEMALE","PhD","farming-fishing","dancing",0,-54000,"India"
"Cust12838",27,465201,"MALE","MD","prof-specialty","reading",0,0,"India"
"Cust12840",36,609930,"FEMALE","JD","adm-clerical","polo",0,-50400,"India"
"Cust12842",32,450730,"FEMALE","PhD","sales","exercise",37800,0,"India"
"Cust12844",39,431683,"MALE","Associate","tech-support","paintball",53100,-63400,"India"
"Cust12845",41,464145,"FEMALE","College","tech-support","bungie-jumping",36600,0,"India"
"Cust12846",42,430621,"FEMALE","High School","other-service","reading",49900,-61400,"India"
"Cust12847",43,455913,"FEMALE","College","handlers-cleaners","golf",0,-51400,"India"
"Cust12848",41,469621,"FEMALE","Associate","handlers-cleaners","movies",0,-45800,"India"
"Cust12849",35,447925,"FEMALE","MD","adm-clerical","hiking",0,0,"India"
"Cust1285",36,459122,"FEMALE","MD","priv-house-serv","basketball",0,-49400,"India"
"Cust12850",59,446606,"MALE","JD","prof-specialty","camping",67600,0,"India"
"Cust12851",38,476737,"FEMALE","PhD","handlers-cleaners","kayaking",0,-42700,"India"
"Cust12852",33,616884,"FEMALE","High School","tech-support","exercise",0,0,"India"
"Cust12854",27,470866,"MALE","Associate","adm-clerical","exercise",0,-31700,"India"
"Cust12855",53,450184,"MALE","Masters","machine-op-inspct","kayaking",0,0,"India"
"Cust12857",41,605258,"FEMALE","Masters","adm-clerical","base-jumping",64800,-24300,"India"
"Cust12858",48,477415,"MALE","College","transport-moving","hiking",0,-72000,"India"
"Cust1286",33,476737,"FEMALE","High School","adm-clerical","kayaking",0,-40900,"India"
"Cust12860",30,438546,"FEMALE","Associate","sales","basketball",65700,0,"India"
"Cust12862",37,431121,"MALE","High School","sales","yachting",0,0,"India"
"Cust12863",30,472720,"FEMALE","High School","machine-op-inspct","polo",62700,0,"India"
"Cust12864",34,472803,"FEMALE","PhD","adm-clerical","bungie-jumping",78300,0,"India"
"Cust12866",44,455672,"MALE","MD","sales","skydiving",0,0,"India"
"Cust12867",40,603248,"FEMALE","High School","machine-op-inspct","dancing",0,0,"India"
"Cust12868",44,600648,"MALE","College","machine-op-inspct","dancing",0,-63500,"India"
"Cust12869",40,603320,"FEMALE","College","prof-specialty","golf",45500,-62500,"India"
"Cust1287",31,460359,"MALE","JD","priv-house-serv","hiking",26900,0,"India"
"Cust12871",35,461328,"FEMALE","JD","tech-support","paintball",0,-57700,"India"
"Cust12872",42,613849,"MALE","PhD","priv-house-serv","sleeping",0,-39300,"India"
"Cust12874",34,438546,"FEMALE","College","prof-specialty","basketball",0,-54600,"India"
"Cust12875",40,443344,"MALE","Associate","machine-op-inspct","yachting",0,-39100,"India"
"Cust12876",48,458470,"FEMALE","Masters","farming-fishing","base-jumping",0,0,"India"
"Cust12877",35,453193,"MALE","JD","machine-op-inspct","hiking",0,-49300,"India"
"Cust12878",50,430853,"FEMALE","High School","farming-fishing","golf",0,-42100,"India"
"Cust1288",40,452735,"FEMALE","Associate","transport-moving","golf",68700,0,"India"
"Cust12880",30,603260,"MALE","PhD","other-service","basketball",66400,-72400,"India"
"Cust12883",44,466959,"MALE","Masters","tech-support","golf",0,-54600,"India"
"Cust12884",53,464808,"FEMALE","MD","priv-house-serv","reading",42900,-39100,"India"
"Cust12885",30,474731,"MALE","JD","handlers-cleaners","basketball",56800,-51800,"India"
"Cust12886",39,600208,"MALE","Associate","craft-repair","polo",0,0,"India"
"Cust12887",39,430832,"FEMALE","Masters","craft-repair","kayaking",0,0,"India"
"Cust12889",42,619657,"MALE","Masters","protective-serv","kayaking",0,0,"India"
"Cust12891",44,470104,"MALE","High School","priv-house-serv","reading",0,0,"India"
"Cust12892",38,613936,"FEMALE","MD","protective-serv","reading",33000,-43600,"India"
"Cust12893",43,466161,"MALE","JD","priv-house-serv","skydiving",50000,-28700,"India"
"Cust12894",38,436560,"MALE","MD","transport-moving","sleeping",0,0,"India"
"Cust12895",54,602304,"FEMALE","Associate","machine-op-inspct","dancing",41400,0,"India"
"Cust12896",37,465764,"MALE","PhD","exec-managerial","skydiving",64400,-40800,"India"
"Cust12898",38,466390,"MALE","Associate","tech-support","chess",65400,0,"India"
"Cust12899",48,466289,"FEMALE","Masters","craft-repair","movies",51500,0,"India"
"Cust12900",28,445601,"MALE","Associate","tech-support","kayaking",0,0,"India"
"Cust12901",33,440961,"MALE","JD","machine-op-inspct","base-jumping",0,0,"India"
"Cust12902",37,451400,"FEMALE","MD","adm-clerical","golf",0,0,"India"
"Cust12903",38,435481,NA,"PhD","priv-house-serv","camping",0,-40300,"India"
"Cust12904",43,443191,"MALE","College","priv-house-serv","camping",0,0,"India"
"Cust12905",40,611586,"FEMALE","JD","tech-support","reading",0,0,"India"
"Cust12906",46,432786,"MALE","JD","other-service","dancing",0,0,"India"
"Cust12907",36,617970,"MALE","High School","transport-moving","board-games",35700,0,"India"
"Cust12908",41,603123,"FEMALE","Masters","transport-moving","video-games",0,-49000,"India"
"Cust12909",46,616161,"FEMALE","MD","tech-support","kayaking",0,-45100,"India"
"Cust1291",42,438178,"MALE","Associate","machine-op-inspct","kayaking",0,0,"India"
"Cust12910",36,457234,"FEMALE","Associate","tech-support","hiking",0,-35900,"India"
"Cust12911",44,462479,"MALE","Masters","adm-clerical","dancing",0,-28800,"India"
"Cust12913",37,436984,"MALE","MD","sales","golf",0,-29200,"India"
"Cust12914",24,445648,"MALE","MD","protective-serv","reading",55200,0,"India"
"Cust12915",39,444797,"MALE","JD","transport-moving","sleeping",0,0,"India"
"Cust12916",60,458997,"MALE","Masters","transport-moving","base-jumping",42800,-68200,"India"
"Cust12917",45,620104,"FEMALE","Masters","machine-op-inspct","skydiving",0,-47100,"India"
"Cust12918",41,432491,"FEMALE","Associate","machine-op-inspct","skydiving",81800,0,"India"
"Cust12919",59,468168,"MALE","PhD","machine-op-inspct","golf",0,0,"India"
"Cust1292",40,449221,"MALE","College","protective-serv","golf",64200,-32300,"India"
"Cust12920",61,615561,"FEMALE","High School","exec-managerial","skydiving",0,-42100,"India"
"Cust12921",37,472135,"MALE","JD","craft-repair","movies",45500,-50000,"India"
"Cust12922",33,604874,"MALE","Associate","craft-repair","base-jumping",37700,0,"India"
"Cust12923",32,446898,"FEMALE","Associate","handlers-cleaners","golf",45500,-60600,"India"
"Cust12924",45,476978,"FEMALE","College","prof-specialty","golf",0,-19700,"India"
"Cust12926",32,615921,"FEMALE","Associate","priv-house-serv","polo",39600,-15900,"India"
"Cust12929",38,442604,"MALE","PhD","farming-fishing","bungie-jumping",0,0,"India"
"Cust1293",31,459322,"FEMALE","High School","handlers-cleaners","polo",0,-15700,"India"
"Cust12930",34,615229,"MALE","Masters","other-service","golf",0,0,"India"
"Cust12931",37,614417,"FEMALE","College","transport-moving","dancing",0,-42900,"India"
"Cust12932",48,604289,"MALE","JD","farming-fishing","video-games",48900,-40900,"India"
"Cust12933",40,474731,"MALE","JD","handlers-cleaners","skydiving",56800,0,"India"
"Cust12934",29,442142,"FEMALE","College","craft-repair","exercise",0,-18600,"India"
"Cust12935",34,465674,"FEMALE","Associate","protective-serv","base-jumping",0,-54600,"India"
"Cust12936",50,452456,"FEMALE","MD","craft-repair","kayaking",51500,0,"India"
"Cust12938",36,435995,"FEMALE","JD","farming-fishing","dancing",54000,-73400,"India"
"Cust12939",53,477268,"MALE","JD","exec-managerial","sleeping",0,-65400,"India"
"Cust12940",44,610706,"MALE","Associate","machine-op-inspct","board-games",0,-46000,"India"
"Cust12941",50,459407,"FEMALE","MD","protective-serv","yachting",0,0,"India"
"Cust12943",35,447976,"MALE","High School","protective-serv","polo",44000,0,"India"
"Cust12944",48,620757,"FEMALE","College","prof-specialty","golf",0,0,"India"
"Cust12946",37,608371,"FEMALE","High School","protective-serv","board-games",0,0,"India"
"Cust12949",28,463809,"MALE","Associate","prof-specialty","golf",37900,-75000,"India"
"Cust12950",37,476315,"MALE","High School","armed-forces","paintball",0,0,"India"
"Cust12952",35,603639,"MALE","PhD","machine-op-inspct","sleeping",58600,0,"India"
"Cust12953",38,617947,"FEMALE","Masters","craft-repair","dancing",54000,0,"India"
"Cust12954",30,613816,"MALE","Masters","handlers-cleaners","paintball",83900,-52100,"India"
"Cust12955",34,606144,"MALE","Masters","prof-specialty","yachting",58900,-43400,"India"
"Cust12956",34,435371,"MALE","High School","protective-serv","reading",0,0,"India"
"Cust12957",34,478868,"FEMALE","High School","other-service","movies",0,-90200,"India"
"Cust12960",41,432491,"FEMALE","Associate","craft-repair","skydiving",46700,0,"India"
"Cust12961",44,464646,"FEMALE","PhD","machine-op-inspct","polo",59500,0,"India"
"Cust12962",51,479320,"FEMALE","College","protective-serv","exercise",47900,0,"India"
"Cust12963",48,447560,"FEMALE","MD","exec-managerial","kayaking",51500,-64000,"India"
"Cust12964",29,620962,"FEMALE","Masters","transport-moving","polo",57500,-93600,"India"
"Cust12966",30,462377,"FEMALE","High School","transport-moving","bungie-jumping",0,-38500,"India"
"Cust12967",30,431202,"FEMALE","JD","adm-clerical","hiking",32500,-80800,"India"
"Cust12968",44,442598,"MALE","College","craft-repair","bungie-jumping",0,-51100,"India"
"Cust12969",48,464353,"FEMALE","MD","tech-support","paintball",0,0,"India"
"Cust12972",49,464665,"MALE","Masters","tech-support","sleeping",0,0,"India"
"Cust12973",36,433974,"FEMALE","Masters","farming-fishing","base-jumping",0,-55400,"India"
"Cust12974",46,478703,"MALE","High School","sales","base-jumping",0,-40200,"India"
"Cust12975",40,471786,"MALE","College","adm-clerical","golf",67300,0,"India"
"Cust12976",32,618845,"MALE","College","other-service","movies",0,0,"India"
"Cust12977",44,431532,"FEMALE","JD","prof-specialty","bungie-jumping",37300,-52600,"India"
"Cust12979",43,462767,"FEMALE","High School","armed-forces","basketball",0,0,"India"
"Cust12981",47,615730,"MALE","JD","handlers-cleaners","camping",0,0,"India"
"Cust12983",34,432211,"FEMALE","PhD","machine-op-inspct","basketball",62000,0,"India"
"Cust12984",32,440961,"FEMALE","PhD","farming-fishing","base-jumping",0,0,"India"
"Cust12985",59,459295,"MALE","MD","exec-managerial","exercise",46300,0,"India"
"Cust12987",40,441726,"MALE","Masters","handlers-cleaners","golf",29300,-64700,"India"
"Cust12988",49,464743,"MALE","JD","craft-repair","camping",36800,0,"India"
"Cust1299",35,441659,"FEMALE","MD","adm-clerical","golf",0,0,"India"
"Cust12991",37,464336,"MALE","Masters","armed-forces","kayaking",0,0,"India"
"Cust12993",33,616341,"FEMALE","High School","priv-house-serv","sleeping",36700,-43700,"India"
"Cust12994",43,460535,"FEMALE","Masters","transport-moving","movies",0,-78300,"India"
"Cust12995",43,448913,"FEMALE","College","prof-specialty","paintball",38900,-51000,"India"
"Cust12996",37,459407,"FEMALE","MD","transport-moving","yachting",33000,-43600,"India"
"Cust12997",46,615712,"MALE","Associate","craft-repair","yachting",0,0,"India"
"Cust12999",31,439304,"MALE","Masters","adm-clerical","hiking",0,-28800,"India"
"Cust13001",37,610989,"FEMALE","Associate","machine-op-inspct","basketball",55100,0,"India"
"Cust13003",34,431937,"FEMALE","High School","priv-house-serv","sleeping",63600,0,"India"
"Cust13004",31,457942,"FEMALE","College","armed-forces","camping",0,-41500,"India"
"Cust13006",37,437323,"FEMALE","High School","priv-house-serv","exercise",0,0,"India"
"Cust13009",25,607763,"FEMALE","College","priv-house-serv","paintball",0,-56100,"India"
"Cust1301",43,458470,"FEMALE","Masters","farming-fishing","base-jumping",0,-39300,"India"
"Cust13010",39,463842,"MALE","College","armed-forces","skydiving",0,-74500,"India"
"Cust13011",33,451560,"MALE","College","transport-moving","polo",0,0,"India"
"Cust13013",44,458139,"FEMALE","MD","prof-specialty","sleeping",56200,-50000,"India"
"Cust13014",58,601848,"FEMALE","JD","exec-managerial","cross-fit",0,0,"India"
"Cust13015",36,442948,"FEMALE","College","other-service","hiking",46800,-87300,"India"
"Cust13016",27,473611,"FEMALE","High School","priv-house-serv","paintball",47400,-51800,"India"
"Cust13017",41,476198,"MALE","JD","protective-serv","cross-fit",44000,-49000,"India"
"Cust13018",34,608708,"FEMALE","High School","exec-managerial","cross-fit",0,-58900,"India"
"Cust13019",35,606988,"FEMALE","High School","craft-repair","reading",20200,-49200,"India"
"Cust13020",62,611651,"FEMALE","MD","sales","chess",0,0,"India"
"Cust13022",57,443920,"FEMALE","High School","transport-moving","movies",55700,0,"India"
"Cust13024",47,462683,"MALE","MD","tech-support","exercise",54700,-47900,"India"
"Cust13025",39,614265,"FEMALE","High School","craft-repair","chess",0,-36400,"India"
"Cust13026",36,619148,"MALE","MD","protective-serv","base-jumping",53800,0,"India"
"Cust13027",36,448603,"MALE","Masters","exec-managerial","golf",0,-38400,"India"
"Cust13029",29,617858,"FEMALE","College","prof-specialty","sleeping",42400,0,"India"
"Cust1303",44,611118,"MALE","College","sales","base-jumping",34000,-55600,"India"
"Cust13031",49,463835,"MALE","College","sales","bungie-jumping",0,-53300,"India"
"Cust13032",33,608331,"MALE","High School","exec-managerial","kayaking",0,-51800,"India"
"Cust13033",45,613647,"MALE","College","farming-fishing","base-jumping",48000,-79600,"India"
"Cust13034",46,455332,"MALE","PhD","transport-moving","bungie-jumping",53500,0,"India"
"Cust13035",29,479327,"MALE","High School","machine-op-inspct","board-games",41300,-55500,"India"
"Cust13036",57,443920,"MALE","High School","transport-moving","movies",72700,0,"India"
"Cust13037",35,476685,"FEMALE","High School","exec-managerial","board-games",0,-61400,"India"
"Cust13038",43,463331,"FEMALE","Masters","protective-serv","cross-fit",44000,-71400,"India"
"Cust13039",32,456789,"FEMALE","Masters","craft-repair","cross-fit",37600,0,"India"
"Cust1304",40,465158,"MALE","JD","transport-moving","camping",0,-35200,"India"
"Cust13040",40,608331,"MALE","Associate","adm-clerical","golf",0,-49600,"India"
"Cust13042",39,608331,"MALE","High School","exec-managerial","golf",0,-51800,"India"
"Cust13045",52,602514,"MALE","JD","farming-fishing","base-jumping",62500,-58600,"India"
"Cust13046",56,616164,"MALE","MD","farming-fishing","cross-fit",66000,0,"India"
"Cust13047",39,474801,"MALE","JD","prof-specialty","cross-fit",55600,0,"India"
"Cust13049",34,618682,"MALE","Associate","transport-moving","chess",0,-24100,"India"
"Cust1305",47,457130,"MALE","High School","priv-house-serv","bungie-jumping",54100,-77600,"India"
"Cust13050",32,463993,"MALE","JD","exec-managerial","cross-fit",0,-56200,"India"
"Cust13051",33,605169,"FEMALE","College","craft-repair","dancing",0,0,"India"
"Cust13052",29,619540,"FEMALE","JD","farming-fishing","reading",0,-44500,"India"
"Cust13053",57,451467,"FEMALE","PhD","tech-support","cross-fit",47400,-47900,"India"
"Cust13054",43,476303,"FEMALE","JD","sales","board-games",75800,0,"India"
"Cust13055",40,437580,"MALE","Masters","machine-op-inspct","kayaking",44900,-52500,"India"
"Cust13056",55,452647,"MALE","MD","exec-managerial","chess",0,-46900,"India"
"Cust13057",38,458237,"MALE","High School","protective-serv","hiking",87800,-51200,"India"
"Cust13058",28,619884,"FEMALE","PhD","sales","hiking",63600,0,"India"
"Cust13059",42,474898,"MALE","Associate","sales","board-games",66000,-46000,"India"
"Cust13060",34,472248,"MALE","PhD","farming-fishing","video-games",51400,-77000,"India"
"Cust13061",40,619108,"MALE","College","tech-support","base-jumping",0,0,"India"
"Cust13063",41,600983,"MALE","PhD","machine-op-inspct","camping",0,0,"India"
"Cust13064",42,462283,"FEMALE","Masters","tech-support","chess",0,0,"India"
"Cust13065",60,464665,"MALE","High School","tech-support","skydiving",0,-65400,"India"
"Cust13067",35,615229,"FEMALE","JD","tech-support","bungie-jumping",52800,-32800,"India"
"Cust13069",34,470610,"FEMALE","College","prof-specialty","reading",0,0,"India"
"Cust1307",29,464736,"FEMALE","PhD","farming-fishing","kayaking",0,0,"India"
"Cust13072",62,435299,"MALE","High School","protective-serv","bungie-jumping",55600,0,"India"
"Cust13073",42,476130,"FEMALE","MD","adm-clerical","golf",46700,-45300,"India"
"Cust13075",44,469220,"MALE","Associate","prof-specialty","golf",0,-29200,"India"
"Cust13076",40,466718,"FEMALE","JD","sales","reading",33300,-10600,"India"
"Cust13078",26,466838,"MALE","JD","armed-forces","skydiving",62800,0,"India"
"Cust13079",37,614780,"FEMALE","Associate","prof-specialty","bungie-jumping",37300,-31700,"India"
"Cust1308",37,476198,"FEMALE","Associate","protective-serv","cross-fit",44000,0,"India"
"Cust13080",29,472814,"FEMALE","JD","farming-fishing","skydiving",51400,0,"India"
"Cust13081",37,433974,"FEMALE","PhD","farming-fishing","base-jumping",0,-55400,"India"
"Cust13083",57,430380,"FEMALE","PhD","protective-serv","bungie-jumping",39000,0,"India"
"Cust13084",26,456446,"MALE","Associate","sales","kayaking",42300,-45800,"India"
"Cust13085",25,441648,"FEMALE","High School","prof-specialty","movies",56700,-67400,"India"
"Cust13086",30,438237,"FEMALE","Associate","transport-moving","reading",39600,-64300,"India"
"Cust13087",43,466161,"MALE","PhD","priv-house-serv","reading",50000,-56900,"India"
"Cust1309",37,444903,"MALE","Associate","machine-op-inspct","hiking",0,-53800,"India"
"Cust13090",28,446326,"FEMALE","PhD","armed-forces","dancing",67700,-58400,"India"
"Cust13091",31,435481,"MALE","Masters","handlers-cleaners","camping",0,-40300,"India"
"Cust13093",32,609930,"MALE","MD","farming-fishing","polo",0,0,"India"
"Cust13094",39,448949,"MALE","Masters","armed-forces","basketball",83900,-52100,"India"
"Cust13095",37,437818,"MALE","High School","priv-house-serv","paintball",88400,-46500,"India"
"Cust13096",36,476315,"MALE","High School","transport-moving","movies",0,0,"India"
"Cust13098",53,606714,"FEMALE","College","prof-specialty","chess",47800,-55000,"India"
"Cust13099",32,453400,"MALE","Associate","adm-clerical","hiking",0,0,"India"
"Cust1310",36,464336,"MALE","Masters","armed-forces","golf",0,-39700,"India"
"Cust13101",31,431725,"MALE","MD","exec-managerial","kayaking",94800,-58500,"India"
"Cust13103",33,466238,"FEMALE","High School","transport-moving","bungie-jumping",30400,-49500,"India"
"Cust13104",62,463356,"FEMALE","Masters","adm-clerical","reading",59600,0,"India"
"Cust13106",47,430987,"FEMALE","Masters","other-service","kayaking",0,-50000,"India"
"Cust13107",42,452597,"FEMALE","Associate","prof-specialty","paintball",0,0,"India"
"Cust13108",36,432711,"MALE","Associate","craft-repair","base-jumping",0,0,"India"
"Cust13109",34,452748,"FEMALE","MD","protective-serv","camping",0,-40600,"India"
"Cust1311",41,471453,"FEMALE","PhD","sales","dancing",81300,0,"India"
"Cust13111",43,476978,"FEMALE","College","machine-op-inspct","camping",0,-53800,"India"
"Cust13112",44,600648,"MALE","College","farming-fishing","dancing",0,0,"India"
"Cust13113",36,608335,"MALE","Masters","other-service","bungie-jumping",0,-45000,"India"
"Cust13114",33,441175,"MALE","Associate","exec-managerial","camping",52700,-40600,"India"
"Cust13115",38,466676,"MALE","High School","priv-house-serv","skydiving",0,0,"India"
"Cust13118",41,447979,"MALE","JD","adm-clerical","polo",35700,0,"India"
"Cust13119",34,432934,"FEMALE","JD","priv-house-serv","sleeping",800,0,"India"
"Cust1312",26,466191,"MALE","MD","sales","base-jumping",0,-22200,"India"
"Cust13120",30,456762,"MALE","High School","other-service","yachting",36400,0,"India"
"Cust13121",38,608371,"FEMALE","College","prof-specialty","kayaking",0,-78600,"India"
"Cust13122",30,476185,"FEMALE","JD","machine-op-inspct","base-jumping",0,0,"India"
"Cust13124",43,465100,"FEMALE","MD","exec-managerial","exercise",0,-52600,"India"
"Cust13125",46,603248,"FEMALE","High School","machine-op-inspct","polo",0,-59100,"India"
"Cust13127",41,471148,"MALE","College","adm-clerical","kayaking",70300,0,"India"
"Cust13128",41,452735,"MALE","Associate","transport-moving","golf",68700,0,"India"
"Cust1313",33,440930,"FEMALE","Associate","handlers-cleaners","skydiving",0,-38600,"India"
"Cust13130",30,614383,"FEMALE","College","transport-moving","exercise",0,-51200,"India"
"Cust13134",48,456600,"FEMALE","College","tech-support","kayaking",34300,-45800,"India"
"Cust13135",28,432896,"FEMALE","High School","handlers-cleaners","video-games",27100,0,"India"
"Cust13136",44,457555,"FEMALE","PhD","prof-specialty","kayaking",0,-45100,"India"
"Cust13137",32,604874,"MALE","Associate","exec-managerial","polo",37700,-41000,"India"
"Cust13138",34,472895,"FEMALE","MD","sales","camping",0,0,"India"
"Cust13139",50,618316,"FEMALE","Masters","farming-fishing","movies",0,-72500,"India"
"Cust1314",59,430380,"MALE","PhD","protective-serv","board-games",39000,0,"India"
"Cust13140",33,446971,"FEMALE","Masters","handlers-cleaners","bungie-jumping",0,0,"India"
"Cust13141",36,618418,"FEMALE","PhD","other-service","paintball",69500,-47700,"India"
"Cust13143",42,470104,"MALE","High School","priv-house-serv","board-games",0,0,"India"
"Cust13144",26,471704,"FEMALE","High School","prof-specialty","base-jumping",56400,-32800,"India"
"Cust13145",38,478703,"MALE","MD","transport-moving","base-jumping",0,0,"India"
"Cust13146",39,603948,"MALE","College","armed-forces","dancing",0,-69700,"India"
"Cust13148",35,611586,"FEMALE","JD","tech-support","exercise",70500,0,"India"
"Cust13149",46,607889,"MALE","JD","tech-support","basketball",57900,0,"India"
"Cust1315",30,613178,"FEMALE","Masters","machine-op-inspct","golf",43900,0,"India"
"Cust13152",34,448190,"MALE","MD","machine-op-inspct","cross-fit",0,-45200,"India"
"Cust13153",29,439304,"MALE","PhD","exec-managerial","basketball",75800,-65600,"India"
"Cust13155",33,452218,"FEMALE","PhD","tech-support","camping",68900,0,"India"
"Cust13156",48,477415,"MALE","JD","prof-specialty","basketball",0,-77500,"India"
"Cust13157",32,444896,"FEMALE","MD","armed-forces","hiking",52700,0,"India"
"Cust13159",38,606144,"MALE","Masters","transport-moving","video-games",0,-43400,"India"
"Cust1316",42,460564,"FEMALE","MD","transport-moving","bungie-jumping",0,-39500,"India"
"Cust13161",30,447979,"MALE","JD","farming-fishing","polo",58500,-46800,"India"
"Cust13162",39,606238,"FEMALE","MD","armed-forces","cross-fit",58100,0,"India"
"Cust13163",32,440961,"FEMALE","PhD","farming-fishing","exercise",0,0,"India"
"Cust13165",54,436547,"MALE","Masters","craft-repair","bungie-jumping",0,0,"India"
"Cust13166",58,449557,"MALE","JD","exec-managerial","exercise",0,0,"India"
"Cust13167",57,620737,"FEMALE","JD","priv-house-serv","hiking",0,0,"India"
"Cust1317",46,439929,"MALE","High School","exec-managerial","bungie-jumping",0,0,"India"
"Cust13170",46,615921,"FEMALE","Associate","adm-clerical","video-games",0,-65500,"India"
"Cust13172",42,609409,"FEMALE","MD","exec-managerial","bungie-jumping",0,-39500,"India"
"Cust13173",34,620493,"FEMALE","Masters","prof-specialty","polo",0,-31400,"India"
