CustomerID,ReportedFraud
Cust37731,N
Cust11859,Y
Cust4579,Y
Cust15058,N
Cust28351,N
Cust32476,N
Cust18856,Y
Cust10841,N
Cust3245,Y
Cust1988,Y
Cust37013,N
Cust8552,N
Cust5973,Y
Cust8834,Y
Cust10780,Y
Cust28167,N
Cust29192,N
Cust10138,N
Cust33488,N
Cust6314,Y
Cust25102,N
Cust4104,Y
Cust11883,N
Cust4626,Y
Cust3434,Y
Cust36888,N
Cust16882,N
Cust6041,Y
Cust31897,N
Cust19065,N
Cust35823,N
Cust9069,N
Cust38426,N
Cust14004,N
Cust6301,Y
Cust9798,N
Cust37156,N
Cust8752,N
Cust7513,Y
Cust32246,N
Cust13115,N
Cust10501,N
Cust38581,N
Cust11548,N
Cust37587,N
Cust13805,N
Cust22754,Y
Cust17255,N
Cust34494,N
Cust28185,N
Cust16147,N
Cust23402,N
Cust23881,N
Cust6581,Y
Cust24597,N
Cust39390,N
Cust22286,Y
Cust35403,N
Cust34244,N
Cust20754,Y
Cust7085,Y
Cust25892,N
Cust20229,N
Cust23961,N
Cust2536,N
Cust36543,N
Cust4430,Y
Cust24834,N
Cust21702,N
Cust17124,N
Cust10145,N
Cust32371,N
Cust31959,Y
Cust10463,N
Cust15918,Y
Cust26927,N
Cust15013,Y
Cust8496,Y
Cust39078,N
Cust21448,N
Cust5930,Y
Cust8608,N
Cust14704,N
Cust28659,N
Cust36754,N
Cust24578,N
Cust26109,N
Cust27536,N
Cust16329,N
Cust38024,N
Cust14866,N
Cust28423,N
Cust6519,N
Cust16217,N
Cust5417,Y
Cust20053,N
Cust11411,N
Cust33748,N
Cust27860,N
Cust10307,N
Cust19476,N
Cust7842,Y
Cust17314,N
Cust11844,Y
Cust32400,N
Cust26027,N
Cust22756,Y
Cust23372,N
Cust3879,Y
Cust38411,N
Cust28107,N
Cust11280,N
Cust27026,N
Cust13553,N
Cust7457,Y
Cust9602,N
Cust16428,N
Cust7970,Y
Cust2330,Y
Cust27222,N
Cust37725,N
Cust32910,Y
Cust33704,N
Cust28914,N
Cust13182,N
Cust9826,N
Cust9939,N
Cust37797,N
Cust1265,N
Cust36111,N
Cust20520,N
Cust37920,N
Cust16022,N
Cust10384,N
Cust3220,Y
Cust11184,N
Cust35887,N
Cust38432,N
Cust15239,N
Cust6687,Y
Cust35045,N
Cust7873,Y
Cust17668,N
Cust23630,Y
Cust22528,Y
Cust30942,N
Cust19602,N
Cust20735,N
Cust1810,Y
Cust10125,N
Cust21965,Y
Cust28856,N
Cust20665,N
Cust1553,Y
Cust6017,Y
Cust18348,Y
Cust27305,N
Cust8259,Y
Cust31444,N
Cust24163,N
Cust21530,N
Cust22143,Y
Cust2272,Y
Cust36024,N
Cust38804,N
Cust33936,N
Cust21550,N
Cust3174,Y
Cust25973,N
Cust10610,N
Cust30339,N
Cust8511,N
Cust20468,N
Cust10827,N
Cust5215,Y
Cust5779,Y
Cust7664,Y
Cust2691,Y
Cust5312,Y
Cust13448,N
Cust21396,N
Cust2571,Y
Cust38683,N
Cust27979,Y
Cust10717,N
Cust36877,N
Cust36099,N
Cust37596,N
Cust35440,N
Cust10002,N
Cust1320,Y
Cust36231,N
Cust16949,N
Cust10956,N
Cust2812,Y
Cust3378,Y
Cust37447,N
Cust11897,N
Cust16969,N
Cust23006,N
Cust22921,Y
Cust2820,Y
Cust4048,N
Cust5624,Y
Cust14077,N
Cust18633,Y
Cust36017,N
Cust5747,Y
Cust31142,N
Cust12430,N
Cust14220,Y
Cust20617,N
Cust17917,N
Cust8969,N
Cust34595,N
Cust15457,N
Cust28786,Y
Cust31714,N
Cust38977,N
Cust31662,Y
Cust9846,N
Cust10343,N
Cust11357,N
Cust15270,N
Cust36765,N
Cust11441,N
Cust7730,Y
Cust8206,N
Cust27197,N
Cust35260,N
Cust4548,Y
Cust31648,N
Cust8936,N
Cust5023,Y
Cust3948,N
Cust26264,N
Cust6885,Y
Cust29667,N
Cust35813,N
Cust14276,Y
Cust9130,N
Cust5427,Y
Cust17236,N
Cust23094,N
Cust8431,N
Cust18738,Y
Cust26644,N
Cust19854,N
Cust28843,N
Cust5561,Y
Cust29111,N
Cust14571,N
Cust32091,N
Cust31302,N
Cust20118,N
Cust23276,N
Cust19549,N
Cust36118,N
Cust28617,N
Cust35313,N
Cust19220,N
Cust14424,Y
Cust37864,N
Cust1026,Y
Cust27844,N
Cust4871,Y
Cust1844,Y
Cust5435,Y
Cust1111,N
Cust18088,Y
Cust18148,N
Cust4198,Y
Cust5281,Y
Cust33020,N
Cust19011,N
Cust22819,Y
Cust16318,Y
Cust34027,N
Cust9550,N
Cust25622,N
Cust31013,N
Cust33581,N
Cust34251,N
Cust28964,N
Cust22238,N
Cust31028,N
Cust37236,N
Cust23674,N
Cust13775,N
Cust29393,N
Cust25055,N
Cust38946,N
Cust17540,N
Cust34326,N
Cust33558,N
Cust31191,N
Cust27283,N
Cust28728,N
Cust8755,N
Cust25515,N
Cust5274,Y
Cust12173,N
Cust27411,N
Cust15931,N
Cust19284,N
Cust36338,N
Cust16423,N
Cust28248,N
Cust22409,Y
Cust19569,Y
Cust24788,N
Cust33272,N
Cust5145,Y
Cust14892,N
Cust14052,N
Cust28176,N
Cust14294,Y
Cust16324,N
Cust20696,N
Cust18324,Y
Cust32589,N
Cust31770,N
Cust9148,N
Cust6035,Y
Cust15695,N
Cust24479,N
Cust27231,N
Cust2949,Y
Cust25113,N
Cust14063,N
Cust37664,N
Cust5626,Y
Cust8566,N
Cust36669,N
Cust2181,Y
Cust8872,N
Cust26219,N
Cust11155,N
Cust33248,N
Cust9929,N
Cust8394,N
Cust37946,N
Cust21830,N
Cust3176,Y
Cust32439,N
Cust31350,N
Cust19397,N
Cust19466,N
Cust24892,N
Cust11517,N
Cust25376,N
Cust2841,Y
Cust17339,N
Cust4686,Y
Cust15003,N
Cust8770,N
Cust23159,N
Cust13829,N
Cust21390,N
Cust5853,Y
Cust34948,N
Cust20939,N
Cust7039,Y
Cust32298,N
Cust25483,N
Cust35393,N
Cust30474,N
Cust21277,N
Cust24752,N
Cust28704,N
Cust3270,Y
Cust21128,N
Cust28331,N
Cust26147,N
Cust28550,Y
Cust37761,N
Cust37100,N
Cust35977,N
Cust15054,N
Cust20356,N
Cust38942,N
Cust38906,N
Cust29889,N
Cust34776,N
Cust27864,N
Cust11230,N
Cust8881,N
Cust25023,N
Cust23588,N
Cust39131,N
Cust30171,N
Cust10026,N
Cust1061,N
Cust19277,N
Cust18550,Y
Cust35909,N
Cust32522,N
Cust7914,Y
Cust2200,Y
Cust15787,N
Cust16611,N
Cust31976,N
Cust8836,N
Cust17069,N
Cust28523,N
Cust14602,N
Cust9994,N
Cust10433,Y
Cust35234,N
Cust35059,N
Cust1047,N
Cust28586,N
Cust19596,N
Cust28922,N
Cust16730,Y
Cust4050,Y
Cust13306,N
Cust1373,N
Cust14387,Y
Cust19141,N
Cust8389,N
Cust9011,N
Cust24118,N
Cust24133,N
Cust21914,N
Cust5404,Y
Cust10317,N
Cust8978,N
Cust12892,N
Cust15682,N
Cust23972,N
Cust3275,Y
Cust15927,N
Cust14347,Y
Cust1664,N
Cust15264,N
Cust36613,N
Cust33087,Y
Cust27772,N
Cust36682,N
Cust14626,N
Cust21774,N
Cust8143,Y
Cust10933,N
Cust22098,Y
Cust32128,N
Cust1774,N
Cust9181,N
Cust15224,N
Cust34088,Y
Cust24949,N
Cust6225,Y
Cust34033,N
Cust37348,N
Cust28389,N
Cust8412,N
Cust11512,Y
Cust30295,N
Cust25648,N
Cust34517,N
Cust27054,N
Cust23846,N
Cust36117,N
Cust31064,N
Cust9196,Y
Cust13927,N
Cust35758,N
Cust22512,Y
Cust25742,N
Cust20508,N
Cust29443,N
Cust28000,N
Cust16926,N
Cust29931,Y
Cust21117,N
Cust24048,N
Cust6406,Y
Cust16910,N
Cust17723,N
Cust15492,N
Cust2347,Y
Cust28996,N
Cust22744,Y
Cust38431,N
Cust18756,Y
Cust16717,Y
Cust27209,N
Cust20909,N
Cust39220,N
Cust29610,N
Cust23611,N
Cust1902,N
Cust11142,N
Cust2708,Y
Cust19978,N
Cust24980,N
Cust35204,Y
Cust16814,Y
Cust12783,N
Cust34823,N
Cust15430,Y
Cust34951,N
Cust11150,N
Cust36376,Y
Cust35582,N
Cust37947,N
Cust21653,N
Cust8320,N
Cust38609,N
Cust19998,N
Cust38805,N
Cust28772,N
Cust28090,N
Cust3290,N
Cust22440,Y
Cust21425,N
Cust23421,N
Cust20459,N
Cust31727,N
Cust18347,Y
Cust36561,N
Cust38969,N
Cust24460,N
Cust10189,Y
Cust39276,N
Cust23488,N
Cust35925,N
Cust26031,N
Cust24936,N
Cust14500,N
Cust11803,Y
Cust30223,N
Cust21621,N
Cust10765,N
Cust12328,N
Cust35825,N
Cust32841,N
Cust11497,N
Cust32553,N
Cust1043,N
Cust29002,N
Cust16922,N
Cust29298,N
Cust27552,N
Cust25782,N
Cust18003,N
Cust21161,N
Cust18955,N
Cust15909,N
Cust9945,N
Cust10335,N
Cust14503,N
Cust25837,N
Cust24482,N
Cust2620,Y
Cust7071,Y
Cust8588,N
Cust39498,N
Cust4071,Y
Cust31269,N
Cust32883,N
Cust9680,N
Cust16442,N
Cust30973,N
Cust13036,Y
Cust2550,Y
Cust3356,Y
Cust10373,N
Cust14969,N
Cust1343,Y
Cust34953,N
Cust2165,Y
Cust29596,Y
Cust7090,Y
Cust17725,N
Cust21606,N
Cust20548,N
Cust27760,N
Cust14465,N
Cust19216,N
Cust22178,Y
Cust26222,N
Cust28200,N
Cust19600,N
Cust21171,N
Cust38865,N
Cust26925,N
Cust28295,N
Cust17801,N
Cust22074,Y
Cust30060,N
Cust21343,N
Cust24524,N
Cust15497,N
Cust24944,N
Cust38927,N
Cust10797,N
Cust21898,N
Cust17770,N
Cust27935,N
Cust12116,N
Cust30191,N
Cust11681,N
Cust19036,N
Cust19645,N
Cust23711,N
Cust23538,N
Cust5379,Y
Cust28985,N
Cust9612,N
Cust36768,N
Cust20481,N
Cust30845,N
Cust37917,N
Cust36200,N
Cust12780,N
Cust1929,N
Cust9311,Y
Cust21764,N
Cust36228,Y
Cust36719,N
Cust31140,N
Cust25529,N
Cust34850,N
Cust6030,Y
Cust18121,Y
Cust16162,N
Cust3532,Y
Cust36157,N
Cust6224,Y
Cust18397,Y
Cust10605,N
Cust29560,N
Cust33203,N
Cust25684,N
Cust2131,Y
Cust19609,N
Cust21152,N
Cust21254,N
Cust26704,N
Cust30230,N
Cust2251,Y
Cust28079,N
Cust31575,N
Cust37644,N
Cust6297,Y
Cust23048,N
Cust29738,N
Cust15517,N
Cust12490,N
Cust27543,N
Cust33550,Y
Cust27726,N
Cust5216,Y
Cust5434,Y
Cust6856,Y
Cust15331,Y
Cust21532,N
Cust5614,Y
Cust35142,N
Cust31653,N
Cust37890,N
Cust32414,N
Cust17904,N
Cust19565,N
Cust33142,Y
Cust1636,Y
Cust18861,Y
Cust15205,N
Cust14449,N
Cust32724,N
Cust26818,N
Cust26804,N
Cust31783,N
Cust30181,N
Cust33580,N
Cust18698,Y
Cust5032,Y
Cust4336,Y
Cust10870,N
Cust33139,N
Cust2136,Y
Cust20965,N
Cust10600,N
Cust8811,N
Cust14881,N
Cust13477,N
Cust7807,Y
Cust23787,N
Cust1081,N
Cust38479,N
Cust34303,N
Cust23162,N
Cust13999,N
Cust35348,N
Cust32191,N
Cust22760,Y
Cust15415,N
Cust10334,N
Cust20553,N
Cust15862,N
Cust27407,N
Cust28204,Y
Cust18720,N
Cust9863,Y
Cust3179,Y
Cust18556,Y
Cust9893,N
Cust28838,N
Cust7181,Y
Cust15178,N
Cust10757,N
Cust14787,N
Cust28150,N
Cust16760,Y
Cust11373,N
Cust38295,N
Cust36921,N
Cust3557,Y
Cust28861,N
Cust32387,N
Cust34652,N
Cust36841,N
Cust31664,N
Cust20382,N
Cust25393,N
Cust34010,N
Cust22965,N
Cust28032,N
Cust19296,N
Cust14549,N
Cust18522,Y
Cust6372,Y
Cust16964,N
Cust26079,N
Cust38468,N
Cust2798,Y
Cust9151,N
Cust21563,N
Cust27424,N
Cust14931,N
Cust3074,Y
Cust10565,N
Cust10383,N
Cust30548,N
Cust16355,N
Cust21867,N
Cust14930,N
Cust31902,Y
Cust5714,Y
Cust11888,N
Cust22557,Y
Cust9529,N
Cust2244,Y
Cust7088,N
Cust29304,N
Cust12437,N
Cust20569,N
Cust10732,N
Cust5552,Y
Cust34206,N
Cust32902,N
Cust35219,N
Cust11717,N
Cust14681,N
Cust30178,N
Cust22135,Y
Cust15678,N
Cust13967,N
Cust13982,N
Cust29280,N
Cust25507,N
Cust25079,N
Cust3696,Y
Cust1594,Y
Cust33464,N
Cust16776,Y
Cust14838,N
Cust14450,N
Cust37373,N
Cust30651,N
Cust32110,Y
Cust8302,N
Cust2997,Y
Cust38283,N
Cust16164,N
Cust23430,N
Cust11143,N
Cust14860,N
Cust31680,N
Cust32848,N
Cust23266,N
Cust20833,N
Cust2495,Y
Cust7774,Y
Cust36206,N
Cust30145,N
Cust15734,N
Cust26894,N
Cust36965,N
Cust17083,N
Cust20485,N
Cust33953,N
Cust17340,N
Cust12358,N
Cust22914,Y
Cust7016,Y
Cust9385,Y
Cust29183,N
Cust22895,Y
Cust14588,N
Cust15675,N
Cust23123,N
Cust22005,Y
Cust11766,Y
Cust10170,N
Cust37239,Y
Cust9373,Y
Cust4159,Y
Cust5641,Y
Cust36350,N
Cust23349,N
Cust38548,N
Cust33266,N
Cust18544,Y
Cust31172,N
Cust38413,N
Cust32843,N
Cust6987,Y
Cust13495,N
Cust11266,N
Cust21505,N
Cust25468,N
Cust39302,N
Cust39241,N
Cust8583,N
Cust19725,N
Cust26412,N
Cust30798,Y
Cust36424,N
Cust27170,N
Cust1291,N
Cust31923,N
Cust35744,N
Cust22107,Y
Cust16001,N
Cust17964,Y
Cust11145,N
Cust26293,N
Cust28206,N
Cust6588,Y
Cust37643,N
Cust23142,N
Cust17320,N
Cust25793,N
Cust1205,N
Cust30322,N
Cust32633,N
Cust16741,Y
Cust15848,N
Cust8567,N
Cust18991,N
Cust4917,Y
Cust32461,N
Cust38653,N
Cust33156,N
Cust20003,N
Cust5513,Y
Cust11052,N
Cust3756,Y
Cust26065,N
Cust20619,N
Cust34965,N
Cust34385,Y
Cust34073,N
Cust8309,N
Cust13369,N
Cust37353,N
Cust1409,N
Cust35549,N
Cust27032,N
Cust27158,N
Cust3261,Y
Cust2196,Y
Cust34895,N
Cust6064,Y
Cust34407,N
Cust22836,Y
Cust15126,N
Cust32311,N
Cust12913,N
Cust11750,N
Cust1068,N
Cust30076,N
Cust31334,N
Cust15697,N
Cust34502,N
Cust34336,N
Cust29433,N
Cust39398,N
Cust14455,N
Cust11879,Y
Cust3897,N
Cust36052,N
Cust20942,N
Cust22346,Y
Cust4070,N
Cust12996,N
Cust8221,N
Cust27034,N
Cust37164,N
Cust32547,Y
Cust29364,N
Cust14783,N
Cust23385,N
Cust5539,Y
Cust35623,N
Cust6793,Y
Cust29556,N
Cust24799,N
Cust27408,N
Cust28790,N
Cust13261,N
Cust24967,Y
Cust9959,Y
Cust23202,N
Cust30615,Y
Cust27610,N
Cust18205,Y
Cust19223,N
Cust10329,N
Cust1910,N
Cust31636,N
Cust12236,N
Cust4457,Y
Cust34630,N
Cust37387,Y
Cust25943,N
Cust20555,N
Cust24343,N
Cust13339,N
Cust1705,Y
Cust21520,N
Cust22359,Y
Cust30464,N
Cust14258,Y
Cust24270,N
Cust14518,N
Cust26987,N
Cust10845,Y
Cust34732,N
Cust35712,N
Cust16189,N
Cust26900,N
Cust28830,N
Cust14057,N
Cust7281,Y
Cust39193,N
Cust32542,N
Cust10052,N
Cust6908,Y
Cust20571,N
Cust22613,Y
Cust10096,N
Cust20325,N
Cust19962,N
Cust24155,N
Cust35344,N
Cust3018,Y
Cust21258,N
Cust3420,Y
Cust21718,N
Cust38985,N
Cust6310,Y
Cust17398,N
Cust37265,N
Cust26582,N
Cust37827,N
Cust5225,Y
Cust27042,N
Cust20255,N
Cust30525,N
Cust36827,N
Cust4518,N
Cust22398,Y
Cust32538,N
Cust19701,N
Cust24013,N
Cust17326,N
Cust31246,N
Cust22776,Y
Cust31166,N
Cust3914,N
Cust6477,Y
Cust28980,N
Cust32908,N
Cust31077,N
Cust36828,N
Cust34518,N
Cust37074,N
Cust4599,Y
Cust26829,N
Cust33957,N
Cust27775,N
Cust12355,N
Cust9279,Y
Cust14621,N
Cust27060,N
Cust5488,Y
Cust5935,N
Cust10068,N
Cust12678,N
Cust37648,N
Cust4361,Y
Cust19529,N
Cust29685,N
Cust3004,Y
Cust9293,Y
Cust37021,N
Cust3396,Y
Cust19332,N
Cust11656,Y
Cust23682,N
Cust2306,Y
Cust29525,N
Cust32828,N
Cust8660,N
Cust24188,N
Cust16724,Y
Cust2390,Y
Cust33525,N
Cust17915,N
Cust9523,N
Cust33865,N
Cust21844,N
Cust19456,N
Cust13395,N
Cust24705,N
Cust32575,N
Cust25863,N
Cust3829,Y
Cust10443,N
Cust38073,N
Cust27758,N
Cust34771,N
Cust23282,N
Cust19635,Y
Cust22524,Y
Cust19116,N
Cust13680,N
Cust18527,Y
Cust18440,Y
Cust20422,N
Cust6442,Y
Cust33304,N
Cust9595,N
Cust28411,N
Cust13212,N
Cust10970,N
Cust15654,N
Cust10961,N
Cust38748,N
Cust25031,N
Cust34571,N
Cust27134,N
Cust13363,N
Cust10322,N
Cust23235,N
Cust7984,Y
Cust34683,N
Cust25643,N
Cust26490,N
Cust3841,Y
Cust12331,N
Cust10675,N
Cust27074,N
Cust13203,N
Cust18052,Y
Cust14285,Y
Cust14682,N
Cust27432,Y
Cust11791,Y
Cust7526,Y
Cust5859,Y
Cust21451,N
Cust3158,Y
Cust11635,N
Cust9647,N
Cust18082,Y
Cust15508,N
Cust18799,Y
Cust28473,N
Cust9654,Y
Cust2946,Y
Cust26085,N
Cust17625,N
Cust32729,N
Cust6757,Y
Cust14170,N
Cust1735,N
Cust13617,N
Cust13286,N
Cust29902,N
Cust32557,N
Cust23676,Y
Cust14487,N
Cust35702,N
Cust5033,Y
Cust10595,N
Cust26416,N
Cust3435,Y
Cust26021,N
Cust1754,N
Cust24475,N
Cust18932,Y
Cust4033,Y
Cust6887,Y
Cust32824,N
Cust10417,N
Cust22255,Y
Cust9753,N
Cust13722,N
Cust17861,N
Cust14569,N
Cust8124,N
Cust16609,N
Cust25974,N
Cust37131,N
Cust25788,N
Cust22989,Y
Cust19021,N
Cust16859,Y
Cust11625,N
Cust5525,Y
Cust7189,Y
Cust37825,N
Cust18919,Y
Cust17444,N
Cust19402,N
Cust20026,N
Cust28775,N
Cust2940,Y
Cust13301,N
Cust25214,Y
Cust11453,N
Cust30090,N
Cust39156,N
Cust39221,N
Cust37803,N
Cust9040,N
Cust21276,N
Cust21894,N
Cust38729,N
Cust30958,N
Cust22732,Y
Cust24667,N
Cust32811,N
Cust3244,Y
Cust24386,Y
Cust22560,Y
Cust22276,Y
Cust8451,N
Cust31087,N
Cust1180,N
Cust24049,N
Cust25432,N
Cust6401,N
Cust19244,N
Cust16111,N
Cust13569,N
Cust8806,N
Cust20370,N
Cust11886,N
Cust6351,Y
Cust33306,N
Cust26380,N
Cust25332,N
Cust33069,N
Cust37036,N
Cust35222,N
Cust25283,N
Cust34296,N
Cust15885,N
Cust21373,N
Cust22423,Y
Cust12809,N
Cust10061,N
Cust21885,N
Cust14837,N
Cust36810,Y
Cust28011,N
Cust23776,N
Cust26248,N
Cust11549,N
Cust32979,Y
Cust30996,N
Cust13901,N
Cust28632,N
Cust29812,N
Cust20501,N
Cust31007,N
Cust27345,N
Cust18438,N
Cust37886,N
Cust11404,N
Cust7160,Y
Cust34924,N
Cust19880,N
Cust22730,Y
Cust25372,N
Cust26830,N
Cust12224,N
Cust9326,Y
Cust17114,N
Cust8731,N
Cust4282,Y
Cust20431,N
Cust38434,N
Cust3469,Y
Cust22475,N
Cust34305,N
Cust17446,N
Cust33721,N
Cust12617,N
Cust8273,N
Cust4458,Y
Cust11376,N
Cust26625,N
Cust30529,N
Cust18418,Y
Cust25019,N
Cust36185,N
Cust24769,N
Cust14136,N
Cust19661,Y
Cust33341,N
Cust5018,Y
Cust38181,N
Cust30801,Y
Cust22694,N
Cust14122,N
Cust38222,N
Cust17054,N
Cust32519,N
Cust10247,N
Cust17571,N
Cust4646,Y
Cust31837,N
Cust29845,N
Cust17325,N
Cust12642,N
Cust19033,N
Cust26504,N
Cust33767,N
Cust18276,Y
Cust19656,N
Cust6960,Y
Cust24924,N
Cust4081,Y
Cust3575,Y
Cust4304,Y
Cust1347,N
Cust19557,N
Cust38752,N
Cust29526,N
Cust4291,Y
Cust4042,Y
Cust32232,N
Cust21924,N
Cust3019,Y
Cust17828,N
Cust19427,N
Cust35573,N
Cust6111,Y
Cust33579,N
Cust19366,N
Cust2952,Y
Cust28661,N
Cust16892,N
Cust17489,N
Cust7401,Y
Cust33872,N
Cust6245,Y
Cust32976,N
Cust37306,N
Cust5339,Y
Cust13632,N
Cust4164,Y
Cust37678,N
Cust17877,N
Cust37035,N
Cust35333,N
Cust23359,N
Cust12334,N
Cust5950,Y
Cust19841,N
Cust17057,Y
Cust3517,Y
Cust4664,Y
Cust16997,N
Cust12700,N
Cust29311,N
Cust3604,Y
Cust15592,N
Cust9524,N
Cust20809,N
Cust35062,N
Cust7041,Y
Cust6972,Y
Cust18211,Y
Cust35014,N
Cust9270,N
Cust22337,Y
Cust8651,N
Cust26069,N
Cust9177,N
Cust25431,N
Cust26846,N
Cust35562,N
Cust19496,N
Cust11092,N
Cust34793,N
Cust33655,Y
Cust3611,Y
Cust11997,N
Cust10268,Y
Cust36418,N
Cust23557,N
Cust11141,N
Cust22463,N
Cust21093,N
Cust24476,N
Cust14060,N
Cust8422,N
Cust18028,Y
Cust2488,Y
Cust37516,N
Cust6932,Y
Cust31363,N
Cust11759,N
Cust30931,N
Cust34255,N
Cust10572,N
Cust11118,Y
Cust27544,N
Cust33986,N
Cust32322,N
Cust18152,Y
Cust3445,Y
Cust2290,Y
Cust15015,N
Cust28336,N
Cust35066,N
Cust6993,N
Cust12473,N
Cust39105,N
Cust12740,N
Cust16441,N
Cust23329,N
Cust33606,N
Cust35837,N
Cust21775,N
Cust14362,Y
Cust36752,N
Cust36511,N
Cust20274,N
Cust25574,N
Cust24986,N
Cust34071,N
Cust37862,N
Cust27788,N
Cust34980,N
Cust34493,N
Cust18541,Y
Cust25429,N
Cust5707,Y
Cust36316,N
Cust31637,N
Cust2099,Y
Cust4763,Y
Cust3126,Y
Cust17202,N
Cust29636,N
Cust20430,N
Cust34278,N
Cust19856,N
Cust18105,Y
Cust7749,Y
Cust27298,N
Cust9282,Y
Cust18517,Y
Cust18491,Y
Cust34806,N
Cust13557,N
Cust17948,Y
Cust23315,N
Cust39051,N
Cust19628,N
Cust33804,N
Cust13987,N
Cust24989,N
Cust25918,N
Cust36856,N
Cust20961,N
Cust24131,N
Cust23336,N
Cust31618,N
Cust11551,N
Cust31251,N
Cust30104,N
Cust30115,N
Cust25147,N
Cust18342,Y
Cust13196,N
Cust17724,Y
Cust11403,N
Cust24226,N
Cust19818,N
Cust16360,N
Cust32798,N
Cust8470,N
Cust22283,Y
Cust31305,N
Cust13466,Y
Cust6892,Y
Cust9062,N
Cust4041,Y
Cust10910,N
Cust6756,Y
Cust33021,N
Cust36871,N
Cust16720,N
Cust1819,N
Cust28386,N
Cust7496,Y
Cust32918,N
Cust12266,N
Cust5291,Y
Cust33325,N
Cust36720,N
Cust38690,N
Cust19808,N
Cust15408,N
Cust8255,N
Cust6374,Y
Cust24264,N
Cust34554,N
Cust5364,Y
Cust11958,N
Cust7135,Y
Cust39435,N
Cust19415,N
Cust5213,Y
Cust8175,N
Cust11307,N
Cust2359,Y
Cust29324,N
Cust34225,N
Cust9741,N
Cust36679,N
Cust10205,N
Cust23517,N
Cust7571,Y
Cust7775,Y
Cust18425,Y
Cust27863,N
Cust15670,N
Cust34418,N
Cust27976,N
Cust18237,Y
Cust9653,N
Cust28294,N
Cust5347,Y
Cust15401,N
Cust10128,N
Cust21241,N
Cust33327,N
Cust2733,Y
Cust15154,N
Cust12703,N
Cust36492,N
Cust14402,Y
Cust29206,N
Cust7446,Y
Cust37987,N
Cust28498,N
Cust12088,N
Cust5976,Y
Cust30844,N
Cust24657,N
Cust28620,N
Cust24481,N
Cust35770,N
Cust1809,N
Cust22349,Y
Cust34165,N
Cust36403,N
Cust26285,N
Cust9497,Y
Cust9094,N
Cust8634,N
Cust14789,Y
Cust25413,N
Cust11102,N
Cust6744,Y
Cust15194,N
Cust19788,N
Cust20681,N
Cust36176,N
Cust20768,N
Cust38719,N
Cust24572,N
Cust5639,Y
Cust19594,Y
Cust20132,N
Cust14875,N
Cust28874,Y
Cust1554,N
Cust4742,N
Cust15924,N
Cust13141,Y
Cust19973,N
Cust28165,N
Cust30847,N
Cust16187,N
Cust22531,Y
Cust14360,Y
Cust7405,Y
Cust33124,N
Cust24540,N
Cust17230,N
Cust34042,N
Cust23365,N
Cust15130,N
Cust14983,N
Cust39239,N
Cust25765,N
Cust25771,N
Cust30788,N
Cust33785,N
Cust30895,Y
Cust36540,N
Cust14259,Y
Cust18004,Y
Cust6269,Y
Cust2068,Y
Cust38131,N
Cust19870,N
Cust29473,N
Cust2573,Y
Cust26973,N
Cust2505,Y
Cust26014,N
Cust21559,N
Cust2815,Y
Cust1794,N
Cust29508,N
Cust30091,Y
Cust26723,N
Cust9951,N
Cust32422,N
Cust35548,N
Cust21115,N
Cust8830,N
Cust36257,N
Cust2233,Y
Cust24625,N
Cust2519,Y
Cust11193,N
Cust2192,Y
Cust23879,N
Cust26792,N
Cust30279,N
Cust6387,Y
Cust36852,N
Cust3008,Y
Cust25798,N
Cust19377,N
Cust1079,N
Cust13920,N
Cust2513,Y
Cust25400,Y
Cust13473,N
Cust17720,N
Cust14959,N
Cust8739,N
Cust14597,N
Cust22926,Y
Cust16391,N
Cust12350,N
Cust36285,N
Cust16454,N
Cust9910,N
Cust7750,Y
Cust19952,N
Cust33177,N
Cust27266,N
Cust14884,N
Cust34505,N
Cust37776,N
Cust17606,N
Cust32637,N
Cust16155,N
Cust34979,N
Cust19097,N
Cust33091,N
Cust13634,N
Cust6067,Y
Cust34734,N
Cust35717,N
Cust10439,N
Cust5762,Y
Cust1900,N
Cust19838,N
Cust12251,N
Cust31321,N
Cust10759,N
Cust34812,Y
Cust25399,N
Cust33084,N
Cust38240,N
Cust26317,Y
Cust38569,N
Cust19541,N
Cust6050,Y
Cust39150,N
Cust17312,N
Cust5375,Y
Cust18886,Y
Cust30972,N
Cust6136,Y
Cust18239,Y
Cust8769,N
Cust22703,N
Cust27991,N
Cust23307,N
Cust20308,N
Cust25547,N
Cust16874,N
Cust18709,Y
Cust5171,Y
Cust25898,N
Cust9478,Y
Cust39328,N
Cust11491,N
Cust29209,N
Cust24858,N
Cust10141,N
Cust15578,N
Cust9429,Y
Cust25596,N
Cust36820,N
Cust30381,N
Cust25453,Y
Cust19240,N
Cust21951,Y
Cust14610,N
Cust21422,N
Cust18130,Y
Cust17586,N
Cust32123,N
Cust12035,N
Cust2115,Y
Cust16540,N
Cust36428,N
Cust8606,N
Cust22405,Y
Cust9013,N
Cust28912,N
Cust33129,N
Cust37108,Y
Cust28340,N
Cust6909,Y
Cust2990,Y
Cust37952,N
Cust4306,Y
Cust1777,N
Cust18740,Y
Cust37396,N
Cust21219,N
Cust31743,N
Cust35241,N
Cust8416,N
Cust35377,N
Cust29718,N
Cust10279,N
Cust13242,N
Cust22834,Y
Cust8713,N
Cust20072,Y
Cust18853,Y
Cust37240,N
Cust7717,Y
