CustomerID,DateOfIncident,TypeOfIncident,TypeOfCollission,SeverityOfIncident,AuthoritiesContacted,IncidentState,IncidentCity,IncidentAddress,IncidentTime,NumberOfVehicles,PropertyDamage,BodilyInjuries,Witnesses,PoliceReport,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage
Cust12653,28-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,State5,City1,Location 2006,20,3,YES,0,0,?,69375,12786,11318,45271
Cust12654,13-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,State4,City6,Location 1532,2,1,NO,2,1,NO,34304,5943,3295,25066
Cust12655,18-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State7,City4,Location 1935,18,1,NO,2,1,?,65861,6757,11808,47296
Cust12656,06-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,State6,City3,Location 1881,16,3,NO,1,1,?,55821,5658,4901,45262
Cust12657,20-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,State9,City2,Location 2013,18,4,NO,0,0,?,61884,10513,9320,42051
Cust12658,05-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,State7,City2,Location 1957,17,3,NO,2,3,?,58738,10357,6953,41428
Cust12659,10-01-2015,Vehicle Theft,?,Minor Damage,None,State8,City4,Location 1705,7,1,?,1,MISSINGVALUE,NO,7768,1383,691,5694
Cust1266,25-01-2015,Vehicle Theft,?,Trivial Damage,Police,State4,City3,Location 1586,9,1,NO,1,0,NO,6890,1060,1060,4770
Cust12660,28-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,State5,City7,Location 1047,2,2,NO,1,2,NO,53505,9356,5360,38789
Cust12661,23-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State8,City5,Location 1121,0,1,NO,0,1,YES,82044,18649,6926,56469
Cust12662,08-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,State5,City3,Location 1217,5,1,NO,2,1,?,54062,5587,5587,42888
Cust12663,05-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,State5,City4,Location 1901,15,1,NO,2,2,YES,100893,17983,17983,64927
Cust12664,16-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,State8,City5,Location 2006,20,2,?,1,1,?,43120,6246,5624,31250
Cust12666,14-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,State7,City5,Location 1471,9,3,?,2,0,YES,60937,6766,6094,48077
Cust12667,31-01-2015,Vehicle Theft,?,Minor Damage,Police,State7,City5,Location 2090,7,1,NO,2,1,NO,7722,1379,709,5634
Cust12668,08-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,State3,City6,Location 1358,16,1,?,1,2,YES,68553,14755,8455,45343
Cust12669,16-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State5,City4,Location 1042,11,1,YES,1,0,NO,61741,5885,8810,47046
Cust1267,29-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,State6,City2,Location 1175,9,3,?,2,2,?,53280,11840,5920,35520
Cust12671,27-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,State9,City1,Location 1245,15,4,NO,1,0,YES,54018,6528,6528,40962
Cust12672,14-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,State5,City6,Location 1548,12,2,YES,2,2,NO,62591,5927,9247,47417
Cust12673,18-02-2015,Vehicle Theft,?,Minor Damage,None,State9,City4,Location 1473,6,1,?,1,3,?,5606,868,868,3870
Cust12674,18-02-2015,Parked Car,?,Minor Damage,Police,State4,City2,Location 1016,21,1,?,0,2,YES,10470,1593,835,8042
Cust12676,09-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,State7,City2,Location 1638,2,1,YES,0,3,NO,79407,14438,7260,57709
Cust12677,05-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,State5,City2,Location 1189,12,2,YES,1,0,?,51987,6466,6466,39055
Cust12678,09-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,State7,City1,Location 2037,7,1,YES,0,1,NO,73856,13297,6648,53911
Cust12680,20-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,State5,City7,Location 1977,5,3,YES,1,1,NO,78407,13800,11604,53003
Cust12681,18-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,State7,City1,Location 1945,6,3,YES,2,1,YES,58018,5537,8184,44297
Cust12682,17-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,State5,City1,Location 1650,6,4,?,1,1,NO,40918,6939,6939,27040
Cust12683,12-01-2015,Parked Car,?,Minor Damage,None,State5,City3,Location 1212,8,1,NO,1,0,NO,4965,903,451,3611
Cust12684,25-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,State4,City3,Location 1756,6,3,?,2,1,?,60904,9907,8218,42779
Cust12687,15-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,State9,City1,Location 1967,15,1,NO,2,1,YES,53438,5161,8656,39621
Cust12689,12-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,State5,City3,Location 1552,5,3,NO,0,1,?,64538,11112,11112,42314
Cust1269,04-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,State6,City7,Location 1251,15,3,YES,0,3,NO,41490,4610,4610,32270
Cust12690,17-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,State5,City2,Location 1846,20,1,?,1,0,?,70283,6650,10432,53201
Cust12691,08-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,State9,City4,Location 1800,9,4,NO,0,1,?,75970,14033,9919,52018
Cust12692,07-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,State5,City7,Location 1609,12,1,YES,1,0,NO,59413,6858,6858,45697
Cust12693,13-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,State5,City4,Location 2032,15,3,YES,0,0,NO,64954,10688,12540,41726
Cust12694,05-02-2015,Vehicle Theft,?,Trivial Damage,None,State9,City6,Location 1778,3,1,NO,0,1,NO,6339,749,1210,4380
Cust12695,26-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,State8,City4,Location 2022,15,3,NO,0,2,NO,48376,10291,5834,32251
Cust12696,24-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,State7,City4,Location 2070,10,2,NO,1,3,YES,73931,8669,12708,52554
Cust12698,28-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Police,State9,City7,Location 1686,1,1,YES,2,1,NO,51794,5821,11472,34501
Cust12699,04-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,State5,City4,Location 1639,15,4,YES,1,0,NO,64832,8999,8039,47794
Cust12700,09-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,State7,City2,Location 1451,16,3,NO,2,2,?,55306,9218,9218,36870
Cust12701,16-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,State9,City3,Location 1292,11,3,?,2,2,YES,63501,11794,7030,44677
Cust12702,11-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,State5,City3,Location 1135,17,1,YES,0,1,YES,63488,10643,5694,47151
Cust12703,30-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,State7,City4,Location 1519,10,3,?,0,2,NO,30826,3090,6104,21632
Cust12704,23-02-2015,Vehicle Theft,?,Minor Damage,None,State8,City1,Location 1759,9,1,YES,1,3,YES,5245,1008,504,3733
Cust12705,09-02-2015,Parked Car,?,Minor Damage,None,State5,City7,Location 1155,15,1,?,1,3,NO,4770,948,506,3316
Cust12706,18-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State5,City1,Location 2027,22,1,YES,0,0,NO,54451,10554,10554,33343
Cust12707,19-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,State9,City2,Location 1998,1,3,?,1,3,NO,51136,5786,8209,37141
Cust12709,05-01-2015,Vehicle Theft,?,Minor Damage,None,State4,City6,Location 1942,7,1,YES,1,3,?,5176,518,915,3743
Cust1271,27-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,State8,City1,Location 1669,6,3,?,2,0,YES,85300,17060,8530,59710
Cust12710,11-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,State5,City6,Location 1835,12,1,YES,2,2,NO,61651,5846,11692,44113
Cust12711,18-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,State5,City1,Location 1076,13,2,NO,2,2,?,41982,4502,4502,32978
Cust12712,14-02-2015,Vehicle Theft,?,Trivial Damage,None,State4,City7,Location 2071,11,1,?,2,2,NO,5553,968,662,3923
Cust12713,12-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Police,State5,City6,Location 1792,18,1,?,1,0,?,74305,14483,7714,52108
Cust12715,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,State5,City6,Location 1537,1,1,NO,0,2,NO,76451,13856,6963,55632
Cust12716,29-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,State9,City7,Location 2058,3,3,?,0,0,?,86711,17261,8833,60617
Cust12717,14-02-2015,Parked Car,?,Minor Damage,None,State7,City4,Location 2096,3,1,NO,1,1,NO,3396,408,408,2580
Cust12718,22-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,State8,City6,Location 1110,15,3,?,1,2,YES,64225,8324,6422,49479
Cust12719,27-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,State7,City4,Location 1805,11,1,NO,1,0,YES,65204,6218,12437,46549
Cust1272,19-02-2015,Parked Car,?,Minor Damage,None,State5,City3,Location 1012,6,1,NO,0,0,NO,3080,560,280,2240
Cust12720,16-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,State7,City5,Location 1739,6,1,NO,2,2,NO,87614,13622,13622,60370
Cust12721,19-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,State8,City4,Location 1987,2,1,NO,0,0,?,60273,6499,5564,48210
Cust12722,02-03-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,State7,City4,Location 1376,17,3,YES,1,0,YES,48854,10523,5261,33070
Cust12723,09-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,State7,City6,Location 1570,12,1,NO,2,1,NO,14830,1483,2236,11111
Cust12724,21-01-2015,Vehicle Theft,?,Minor Damage,None,State8,City3,Location 1818,10,1,NO,0,2,YES,6012,986,1093,3933
Cust12725,06-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,State7,City4,Location 1428,15,3,YES,2,1,?,71436,14133,7323,49980
Cust12726,27-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,State5,City1,Location 2100,14,1,?,0,1,YES,61593,5326,11693,44574
Cust12727,21-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,State3,City7,Location 1251,7,3,YES,1,2,YES,37157,3760,7080,26317
Cust1273,31-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Police,State9,City1,Location 1163,22,4,YES,2,0,?,71760,11040,11040,49680
Cust12732,14-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,State9,City7,Location 1445,12,3,YES,1,2,NO,64876,7265,145,57466
Cust12733,15-02-2015,Parked Car,?,Minor Damage,Other,State9,City2,Location 1295,7,1,?,0,3,?,25451,2780,2996,19675
Cust12735,02-03-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,State8,City7,Location 1376,17,3,YES,1,0,YES,50198,10746,5373,34079
Cust12736,08-01-2015,Vehicle Theft,?,Minor Damage,Police,State5,City2,Location 1370,21,2,?,0,1,?,24274,2207,3929,18138
Cust12737,20-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,State4,City6,Location 1122,5,1,YES,1,1,YES,68202,10834,6648,50720
Cust12738,22-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,State9,City4,Location 1929,18,2,YES,0,3,YES,50041,5560,8323,36158
Cust1274,18-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,State5,City1,Location 1968,14,3,?,1,0,NO,59700,11940,11940,35820
Cust12740,26-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,State7,City7,Location 2079,18,1,?,0,3,?,77603,13145,13145,51313
Cust12742,25-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,State8,City7,Location 1302,9,1,YES,1,3,?,59919,10570,7052,42297
Cust12743,22-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State9,City1,Location 1430,21,1,?,1,3,?,54111,5539,6959,41613
Cust12744,28-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,State7,City2,Location 1998,12,3,?,2,3,NO,56531,122,6390,50019
Cust12745,06-01-2015,Parked Car,?,Minor Damage,None,State7,City3,Location 2014,17,1,NO,1,0,NO,5843,584,1051,4208
Cust12746,20-01-2015,Parked Car,?,Minor Damage,None,State4,City7,Location 1953,6,1,NO,0,1,?,3914,683,718,2513
Cust12747,26-01-2015,Vehicle Theft,?,Trivial Damage,None,State4,City5,Location 1209,11,1,?,0,0,?,5943,704,859,4380
Cust12748,11-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,State5,City2,Location 1500,10,1,YES,1,0,?,59061,8626,9481,40954
Cust12749,19-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,State7,City7,Location 1864,18,3,NO,0,1,?,74374,12866,7437,54071
Cust12750,28-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,State8,City2,Location 2081,22,1,YES,1,3,NO,65088,12844,12844,39400
Cust12751,14-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,State4,City1,Location 2056,9,2,NO,1,2,NO,37807,5672,3783,28352
Cust12752,10-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Police,State9,City5,Location 2044,10,2,YES,1,3,?,76655,7073,13573,56009
Cust12753,04-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,State9,City7,Location 1354,8,3,YES,0,0,?,69536,6954,9429,53153
Cust12754,19-02-2015,Parked Car,?,Trivial Damage,None,State9,City7,Location 1598,5,1,NO,0,1,NO,5452,521,766,4165
Cust12755,20-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,State9,City3,Location 1539,19,1,?,1,3,YES,55383,6916,6916,41551
Cust12756,08-02-2015,Parked Car,?,Minor Damage,Police,State7,City2,Location 1006,5,1,NO,1,3,NO,6611,677,1354,4580
Cust12757,27-01-2015,Parked Car,?,Minor Damage,None,State4,City4,Location 1583,0,1,NO,1,3,YES,1963,480,29,1454
Cust12758,18-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,State3,City4,Location 2095,12,1,YES,0,2,YES,77502,7255,9553,60694
Cust12759,10-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,State9,City3,Location 1882,11,1,NO,0,3,YES,64062,8698,9757,45607
Cust1276,28-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,State7,City6,Location 1086,10,3,?,0,1,NO,37530,4170,4170,29190
Cust12760,12-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,State5,City6,Location 1304,20,3,YES,1,3,?,53937,5993,10001,37943
Cust12761,21-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,State9,City2,Location 1793,15,4,?,0,1,?,77908,15533,15533,46842
Cust12762,25-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,State4,City2,Location 1416,13,1,NO,1,2,YES,61017,11080,11080,38857
Cust12763,03-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,State9,City4,Location 1534,15,3,?,1,2,?,64205,9489,7470,47246
Cust12764,23-02-2015,Vehicle Theft,?,Minor Damage,None,State8,City4,Location 1516,6,1,NO,2,1,YES,4306,445,587,3274
Cust12765,24-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State9,City7,Location 1227,14,1,?,2,2,YES,67842,13074,9008,45760
Cust12766,24-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,State9,City7,Location 1805,7,1,NO,2,0,?,61340,7037,9559,44744
Cust12767,18-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,State5,City2,Location 1646,9,2,?,2,2,?,62447,12040,6020,44387
Cust12770,10-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,State8,City7,Location 1576,0,1,NO,2,0,NO,61772,6938,11231,43603
Cust12771,18-01-2015,Parked Car,?,Minor Damage,None,State9,City5,Location 1320,7,1,?,0,3,NO,6448,1318,788,4342
Cust12772,07-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,State9,City7,Location 1294,6,3,NO,0,1,NO,38741,4398,7486,26857
Cust12773,22-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State6,City6,Location 1161,13,1,YES,1,1,NO,63896,11316,12974,39606
Cust12774,19-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,State9,City2,Location 1041,4,3,?,2,1,?,69531,6522,13043,49966
Cust12776,11-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,None,State9,City2,Location 1137,13,1,?,2,2,NO,25624,2538,2659,20427
Cust12777,26-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,State9,City2,Location 1112,19,1,NO,2,1,NO,55629,7280,6181,42168
Cust12778,23-02-2015,Parked Car,?,Minor Damage,Police,State9,City2,Location 1321,6,1,?,1,2,YES,5302,773,906,3623
Cust12779,11-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,State7,City6,Location 1453,15,1,NO,1,1,YES,65243,8730,8730,47783
Cust1278,08-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,State6,City5,Location 1192,4,1,NO,1,0,?,60390,10980,5490,43920
Cust12780,17-02-2015,Parked Car,?,Trivial Damage,Police,State7,City3,Location 1418,4,1,?,0,1,NO,5534,568,780,4186
Cust12782,12-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Police,State9,City3,Location 1264,13,1,YES,1,0,NO,63636,9012,9150,45474
Cust12783,09-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,State9,City3,Location 2097,17,1,YES,0,2,YES,75635,14348,8148,53139
Cust12784,31-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,State5,City1,Location 2041,22,3,YES,0,0,?,67879,14208,7894,45777
Cust12785,23-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,State7,City1,Location 1926,5,3,?,1,1,?,70844,12881,8593,49370
Cust12786,27-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,State5,City1,Location 2006,17,3,YES,0,0,?,59060,12391,7495,39174
Cust12787,21-01-2015,Parked Car,?,Minor Damage,None,State9,City1,Location 1005,14,1,NO,1,1,YES,5191,1166,743,3282
Cust12788,24-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,State9,City7,Location 1803,5,1,YES,0,1,YES,72188,8519,13492,50177
Cust12789,22-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,State5,City5,Location 1127,11,3,NO,0,3,NO,58392,5819,10515,42058
Cust1279,20-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,State9,City4,Location 1736,6,3,?,0,1,YES,64350,5850,11700,46800
Cust12793,21-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,State6,City3,Location 1786,4,3,?,2,0,?,62352,12389,6262,43701
Cust12796,22-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,State7,City5,Location 1471,15,2,?,1,3,YES,39699,7670,3835,28194
Cust12798,25-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State5,City7,Location 1742,21,1,YES,1,2,YES,53999,9524,6676,37799
Cust1280,06-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,State7,City4,Location 1376,15,3,YES,2,1,YES,70900,14180,7090,49630
Cust12800,19-02-2015,Vehicle Theft,?,Minor Damage,Police,State7,City5,Location 1791,13,1,YES,0,0,YES,6860,1231,1231,4398
Cust12801,17-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,State5,City2,Location 1221,11,3,?,2,1,YES,68681,7435,13324,47922
Cust12803,07-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,State9,City2,Location 1474,17,1,NO,0,3,YES,52549,4874,9748,37927
Cust12805,24-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,State8,City7,Location 1594,20,3,YES,2,0,?,79714,14877,7439,57398
Cust12806,12-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,State5,City4,Location 1870,1,3,NO,0,1,YES,68715,12403,12403,43909
Cust12808,11-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,State5,City5,Location 1433,5,1,?,1,1,?,52281,5945,5945,40391
Cust12809,23-02-2015,Parked Car,?,Minor Damage,None,State4,City6,Location 1723,18,1,NO,1,3,?,2671,380,380,1911
Cust1281,24-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,State6,City2,Location 1298,12,3,NO,1,3,?,46560,7760,7760,31040
Cust12813,14-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,State8,City5,Location 1729,11,3,?,0,1,YES,47142,6533,2563,38046
Cust12814,03-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,State8,City1,Location 1093,16,1,?,1,1,NO,51834,10920,5460,35454
Cust12815,19-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,State9,City1,Location 1539,18,1,?,0,2,YES,45210,7508,7508,30194
Cust12816,02-02-2015,Parked Car,?,Minor Damage,None,State8,City5,Location 1542,8,1,NO,0,2,?,8595,1430,1430,5735
Cust1282,14-01-2015,Vehicle Theft,?,Trivial Damage,Police,State5,City1,Location 1660,3,1,NO,2,1,?,4730,860,860,3010
Cust12820,23-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,State9,City1,Location 1988,8,1,?,0,2,YES,50624,7527,5081,38016
Cust12821,14-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,State5,City4,Location 1828,7,3,NO,2,3,YES,69734,11226,13002,45506
Cust12822,07-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,State9,City7,Location 1627,18,2,YES,2,3,YES,57153,6890,6890,43373
Cust12824,23-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,State7,City3,Location 1405,5,3,YES,0,1,YES,60822,11059,5529,44234
Cust12825,23-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State7,City6,Location 1640,9,1,YES,2,3,NO,75563,6869,13739,54955
Cust12827,08-01-2015,Parked Car,?,Minor Damage,None,State4,City6,Location 1942,8,1,YES,1,1,NO,6841,651,979,5211
Cust1283,18-02-2015,Vehicle Theft,?,Minor Damage,Police,State7,City5,Location 1842,14,1,YES,0,0,YES,6820,1240,1240,4340
Cust12834,21-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,State5,City6,Location 1757,4,3,?,1,2,YES,57807,7655,6071,44081
Cust12835,23-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,State7,City2,Location 1697,4,3,NO,2,2,YES,61109,11111,5555,44443
Cust12836,14-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,State7,City1,Location 1225,11,2,NO,1,2,NO,37732,5292,1519,30921
Cust12837,10-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State7,City5,Location 1692,3,1,?,1,0,?,49377,9190,2286,37901
Cust12838,10-02-2015,Parked Car,?,Trivial Damage,None,State9,City6,Location 2072,4,1,?,2,1,?,3197,462,462,2273
Cust12840,17-01-2015,Vehicle Theft,?,Minor Damage,None,State9,City5,Location 1320,7,1,?,0,3,?,6465,1309,654,4502
Cust12842,14-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,State7,City3,Location 1024,6,1,NO,1,3,?,72523,13010,7472,52041
Cust12844,07-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State9,City2,Location 1273,22,1,YES,0,1,NO,65738,7304,7304,51130
Cust12845,15-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,State7,City5,Location 1910,17,1,NO,2,1,?,62743,6599,9949,46195
Cust12846,08-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,State5,City2,Location 1425,13,3,?,0,2,?,67256,12441,8746,46069
Cust12847,21-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,State9,City7,Location 1196,14,2,?,0,0,YES,71958,11993,10688,49277
Cust12848,07-01-2015,Parked Car,?,Minor Damage,Police,State4,City5,Location 1505,5,1,NO,1,2,NO,3030,599,411,2020
Cust12849,22-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,State8,City2,Location 1873,17,2,?,0,2,YES,70130,11953,11953,46224
Cust1285,13-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,State9,City6,Location 1630,17,3,?,1,3,YES,79560,13260,13260,53040
Cust12850,14-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,State8,City1,Location 1672,15,1,NO,0,2,NO,82291,14851,8037,59403
Cust12851,14-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,State7,City7,Location 1659,6,1,YES,0,1,?,60557,11288,4119,45150
Cust12852,21-01-2015,Parked Car,?,Trivial Damage,Police,State9,City7,Location 1831,5,1,?,1,2,NO,6231,661,802,4768
Cust12854,25-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,State5,City7,Location 1430,22,1,?,1,3,?,60722,6962,6962,46798
Cust12855,21-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,State5,City6,Location 1352,14,3,NO,1,0,NO,73896,12418,6209,55269
Cust12857,09-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,State7,City7,Location 1244,19,1,YES,1,3,?,76882,13416,9804,53662
Cust12858,21-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,State9,City5,Location 1337,13,3,NO,2,0,?,56916,5492,9486,41938
Cust1286,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,State8,City5,Location 1659,8,1,YES,0,1,?,70290,12780,6390,51120
Cust12860,08-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,State7,City5,Location 1408,8,1,?,1,3,NO,74999,14213,9073,51713
Cust12862,12-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,State9,City3,Location 1135,17,1,YES,0,1,YES,64778,10797,5405,48576
Cust12863,14-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State8,City2,Location 1171,13,1,NO,0,2,YES,86979,14307,14307,58365
Cust12864,12-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,State7,City1,Location 1595,20,3,NO,2,0,?,53310,11568,5784,35958
Cust12866,07-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,State8,City3,Location 1353,13,1,?,0,2,NO,76096,13186,13836,49074
Cust12867,16-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,State5,City5,Location 1904,19,3,?,1,0,NO,92219,16767,9839,65613
Cust12868,20-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,State9,City5,Location 1907,21,3,NO,1,2,?,59200,9394,9394,40412
Cust12869,26-02-2015,Parked Car,?,Trivial Damage,Police,State7,City2,Location 2082,3,1,?,2,1,NO,4164,549,254,3361
